"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","565.32","566.85","572.70","560.54","27.16K","1.40%"
"2022년 05월 26일","557.53","582.00","583.35","550.11","52.41K","-4.29%"
"2022년 05월 25일","582.51","556.45","587.97","548.01","47.22K","3.25%"
"2022년 05월 24일","564.20","537.04","569.33","535.67","59.32K","3.86%"
"2022년 05월 23일","543.25","515.54","544.78","515.54","47.67K","6.85%"
"2022년 05월 20일","508.41","495.59","509.02","489.59","32.69K","3.32%"
"2022년 05월 19일","492.05","480.25","508.29","477.11","38.87K","0.65%"
"2022년 05월 18일","488.86","514.20","514.20","485.00","43.26K","-6.97%"
"2022년 05월 17일","525.49","538.25","541.28","520.00","28.72K","-0.79%"
"2022년 05월 16일","529.69","526.01","550.00","522.99","35.36K","-0.21%"
"2022년 05월 13일","530.80","519.22","536.56","512.79","42.54K","3.27%"
"2022년 05월 12일","514.01","498.25","516.22","498.25","28.59K","3.21%"
"2022년 05월 11일","498.00","503.28","518.00","491.00","35.64K","-0.92%"
"2022년 05월 10일","502.61","498.00","503.19","473.85","45.82K","1.10%"
"2022년 05월 09일","497.14","479.25","500.33","467.97","45.86K","2.79%"
"2022년 05월 06일","483.65","467.10","484.15","462.00","35.80K","2.96%"
"2022년 05월 05일","469.73","498.51","498.51","462.69","35.96K","-5.30%"
"2022년 05월 04일","496.01","464.72","497.54","458.39","53.54K","10.34%"
"2022년 05월 03일","449.53","450.32","452.05","441.02","25.46K","0.16%"
"2022년 05월 02일","448.79","443.77","453.16","435.23","36.41K","1.65%"
"2022년 04월 29일","441.50","460.49","462.50","440.09","33.57K","-4.23%"
