"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","119.39","120.20","120.55","118.08","897.63K","-1.19%"
"2022년 05월 23일","120.83","119.24","120.90","118.17","868.61K","2.74%"
"2022년 05월 20일","117.61","118.32","119.49","115.53","845.41K","0.60%"
"2022년 05월 19일","116.91","115.09","117.58","115.09","800.16K","0.40%"
"2022년 05월 18일","116.45","118.00","118.65","116.09","1.22M","-2.45%"
"2022년 05월 17일","119.38","116.96","119.56","116.35","1.07M","3.70%"
"2022년 05월 16일","115.12","114.79","115.74","114.24","967.38K","0.04%"
"2022년 05월 13일","115.07","114.27","116.26","114.00","1.14M","1.74%"
"2022년 05월 12일","113.10","112.61","114.56","111.50","1.06M","-0.28%"
"2022년 05월 11일","113.42","113.62","116.42","113.24","1.27M","-0.66%"
"2022년 05월 10일","114.17","116.28","116.71","113.02","1.88M","-0.72%"
"2022년 05월 09일","115.00","118.66","119.82","114.64","1.53M","-4.43%"
"2022년 05월 06일","120.33","122.10","122.15","119.34","1.20M","-1.80%"
"2022년 05월 05일","122.54","124.91","126.18","121.36","1.89M","-2.99%"
"2022년 05월 04일","126.32","120.59","126.79","119.86","2.10M","4.67%"
"2022년 05월 03일","120.68","125.28","125.73","120.17","3.12M","0.02%"
"2022년 05월 02일","120.65","121.33","122.53","118.13","1.91M","-0.08%"
"2022년 04월 29일","120.75","123.30","124.47","120.39","1.21M","-3.10%"
"2022년 04월 28일","124.61","124.16","124.91","122.73","1.18M","1.41%"
"2022년 04월 27일","122.88","123.35","124.78","122.57","1.19M","-1.02%"
"2022년 04월 26일","124.15","126.36","127.65","124.06","825.22K","-2.86%"
"2022년 04월 25일","127.81","125.20","127.91","124.72","952.82K","1.68%"
