"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","196.51","198.34","198.43","192.57","875.00K","-1.12%"
"2022년 05월 23일","198.74","200.55","202.84","197.97","620.62K","0.72%"
"2022년 05월 20일","197.31","201.95","202.34","193.68","819.09K","-2.26%"
"2022년 05월 19일","201.88","200.03","204.91","196.90","931.65K","-1.12%"
"2022년 05월 18일","204.16","207.77","209.96","203.57","1.43M","-1.94%"
"2022년 05월 17일","208.20","206.48","208.67","203.69","825.30K","2.72%"
"2022년 05월 16일","202.69","200.71","204.24","198.28","750.24K","0.78%"
"2022년 05월 13일","201.12","200.59","203.06","198.26","1.04M","0.84%"
"2022년 05월 12일","199.44","195.00","199.62","194.55","1.06M","1.66%"
"2022년 05월 11일","196.18","198.50","200.40","194.59","1.09M","-0.62%"
"2022년 05월 10일","197.41","204.93","205.08","194.31","1.03M","-2.61%"
"2022년 05월 09일","202.71","198.89","204.50","198.56","1.05M","0.49%"
"2022년 05월 06일","201.72","204.34","204.34","198.12","886.18K","-1.13%"
"2022년 05월 05일","204.03","205.61","207.34","202.07","808.04K","-2.26%"
"2022년 05월 04일","208.75","200.84","209.04","199.59","1.18M","3.28%"
"2022년 05월 03일","202.13","195.00","205.66","195.00","1.53M","3.69%"
"2022년 05월 02일","194.93","189.28","195.51","187.72","1.27M","3.03%"
"2022년 04월 29일","189.19","194.48","195.83","188.44","851.19K","-2.72%"
"2022년 04월 28일","194.48","196.08","196.77","192.53","915.04K","-0.20%"
"2022년 04월 27일","194.87","190.53","197.13","190.42","926.59K","2.25%"
"2022년 04월 26일","190.59","194.86","197.93","190.45","936.83K","-2.83%"
"2022년 04월 25일","196.15","197.72","197.72","191.37","1.41M","-1.53%"
