"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","101.41","99.19","101.59","99.01","106.17K","3.38%"
"2022년 05월 26일","98.09","96.69","98.55","96.69","83.02K","1.60%"
"2022년 05월 25일","96.55","95.63","97.35","95.59","69.79K","0.51%"
"2022년 05월 24일","96.06","93.58","96.40","93.58","83.24K","1.95%"
"2022년 05월 23일","94.22","93.68","94.88","92.97","80.72K","1.19%"
"2022년 05월 20일","93.11","94.45","94.45","91.43","73.38K","-0.65%"
"2022년 05월 19일","93.72","91.60","94.36","90.86","122.87K","2.40%"
"2022년 05월 18일","91.52","96.09","96.09","91.50","150.60K","-5.07%"
"2022년 05월 17일","96.41","96.55","97.24","94.96","166.79K","0.74%"
"2022년 05월 16일","95.70","95.30","96.30","93.58","86.04K","0.48%"
"2022년 05월 13일","95.24","95.52","96.58","94.56","98.76K","-0.05%"
"2022년 05월 12일","95.29","96.47","97.32","93.62","90.30K","-1.55%"
"2022년 05월 11일","96.79","97.55","99.06","96.57","69.06K","-1.05%"
"2022년 05월 10일","97.82","98.90","101.57","96.05","105.13K","-0.20%"
"2022년 05월 09일","98.02","97.79","99.18","97.34","92.86K","0.00%"
"2022년 05월 06일","98.02","99.78","100.77","96.79","92.38K","-2.34%"
"2022년 05월 05일","100.37","99.87","101.81","99.46","165.56K","0.95%"
"2022년 05월 04일","99.43","97.58","99.99","96.85","74.58K","2.28%"
"2022년 05월 03일","97.21","101.19","101.19","97.03","104.53K","-1.56%"
"2022년 05월 02일","98.75","98.46","101.18","96.99","125.07K","-0.06%"
"2022년 04월 29일","98.81","98.66","100.00","97.24","118.43K","0.22%"
