"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 20일","17.61","17.67","17.89","17.21","4.73M","0.63%"
"2022년 05월 19일","17.50","17.35","17.71","17.26","4.82M","0.11%"
"2022년 05월 18일","17.48","18.02","18.40","17.42","3.23M","-4.27%"
"2022년 05월 17일","18.26","18.01","18.38","18.01","3.70M","3.57%"
"2022년 05월 16일","17.63","17.83","17.90","17.48","2.70M","-1.18%"
"2022년 05월 13일","17.84","17.50","17.96","17.33","3.45M","2.65%"
"2022년 05월 12일","17.38","16.69","17.39","16.67","6.55M","2.84%"
"2022년 05월 11일","16.90","17.43","17.96","16.87","5.20M","-3.81%"
"2022년 05월 10일","17.57","17.60","18.00","17.20","5.59M","0.40%"
"2022년 05월 09일","17.50","16.91","17.64","16.91","6.31M","2.28%"
"2022년 05월 06일","17.11","19.13","19.22","16.53","7.51M","-13.28%"
"2022년 05월 05일","19.73","20.75","20.80","19.40","3.16M","-5.37%"
"2022년 05월 04일","20.85","20.21","20.90","20.14","2.38M","3.17%"
"2022년 05월 03일","20.21","20.29","20.42","19.91","3.29M","-0.05%"
"2022년 05월 02일","20.22","19.93","20.31","19.76","2.88M","1.81%"
"2022년 04월 29일","19.86","20.31","20.55","19.84","2.54M","-2.74%"
"2022년 04월 28일","20.42","20.33","20.53","20.03","1.87M","0.79%"
"2022년 04월 27일","20.26","19.95","20.35","19.91","2.53M","1.05%"
"2022년 04월 26일","20.05","20.63","20.70","20.05","1.88M","-3.98%"
"2022년 04월 25일","20.88","20.76","20.91","20.31","2.76M","0.10%"
"2022년 04월 22일","20.86","21.23","21.32","20.74","2.37M","-2.30%"
