"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","101.73","98.70","102.27","98.61","3.62M","3.09%"
"2022년 05월 26일","98.68","99.89","100.63","98.47","3.26M","-0.40%"
"2022년 05월 25일","99.08","96.99","99.63","96.75","3.40M","2.39%"
"2022년 05월 24일","96.77","94.04","97.05","93.70","3.06M","1.78%"
"2022년 05월 23일","95.08","95.16","95.92","94.18","4.21M","1.38%"
"2022년 05월 20일","93.79","95.43","95.91","91.48","3.84M","-1.62%"
"2022년 05월 19일","95.33","93.20","96.41","92.55","4.66M","-0.20%"
"2022년 05월 18일","95.52","98.20","98.58","94.31","3.95M","-2.25%"
"2022년 05월 17일","97.72","98.36","98.66","96.43","3.75M","0.66%"
"2022년 05월 16일","97.08","94.72","97.98","94.72","4.55M","2.62%"
"2022년 05월 13일","94.60","92.69","94.88","92.69","3.33M","3.74%"
"2022년 05월 12일","91.19","91.42","91.68","88.75","3.91M","-0.01%"
"2022년 05월 11일","91.20","91.36","92.98","90.10","2.97M","1.82%"
"2022년 05월 10일","89.57","90.41","92.54","87.83","4.18M","0.10%"
"2022년 05월 09일","89.48","94.27","94.70","89.16","5.17M","-7.14%"
"2022년 05월 06일","96.36","95.93","96.54","93.09","4.09M","1.95%"
"2022년 05월 05일","94.52","96.61","96.76","92.46","5.45M","-1.72%"
"2022년 05월 04일","96.17","91.74","96.45","90.95","5.87M","5.93%"
"2022년 05월 03일","90.79","89.39","91.25","89.37","4.27M","1.81%"
"2022년 05월 02일","89.18","86.68","89.46","86.09","4.18M","2.79%"
