"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","16.90","16.92","16.94","16.63","1.26M","-0.47%"
"2022년 05월 26일","16.98","17.35","17.51","16.96","948.04K","-1.85%"
"2022년 05월 25일","17.30","17.01","17.58","16.87","1.54M","1.47%"
"2022년 05월 24일","17.05","16.71","17.28","16.54","1.75M","1.01%"
"2022년 05월 23일","16.88","16.58","17.10","16.58","1.73M","0.90%"
"2022년 05월 20일","16.73","16.87","16.96","16.37","1.78M","-0.24%"
"2022년 05월 19일","16.77","16.84","17.03","16.47","2.49M","-1.06%"
"2022년 05월 18일","16.95","17.90","17.90","16.90","1.75M","-6.35%"
"2022년 05월 17일","18.10","17.91","18.25","17.72","1.19M","1.17%"
"2022년 05월 16일","17.89","17.99","18.15","17.75","1.50M","-0.83%"
"2022년 05월 13일","18.04","17.99","18.40","17.82","1.74M","1.12%"
"2022년 05월 12일","17.84","17.60","18.11","17.37","1.86M","0.06%"
"2022년 05월 11일","17.83","18.38","18.82","17.78","1.50M","-3.57%"
"2022년 05월 10일","18.49","18.12","19.00","18.10","2.29M","2.04%"
"2022년 05월 09일","18.12","18.38","18.53","17.82","2.25M","-2.79%"
"2022년 05월 06일","18.64","19.28","19.91","18.22","2.27M","-6.19%"
"2022년 05월 05일","19.87","20.68","20.70","19.65","1.30M","-4.75%"
"2022년 05월 04일","20.86","20.60","20.90","20.27","837.48K","1.36%"
"2022년 05월 03일","20.58","20.14","20.84","20.10","2.26M","1.48%"
"2022년 05월 02일","20.28","20.47","20.70","20.07","1.66M","-1.84%"
"2022년 04월 29일","20.66","20.87","21.33","20.51","1.75M","-0.91%"
