"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","20.17","19.70","20.17","19.70","0.23K","2.80%"
"2022년 05월 26일","19.62","21.00","21.00","19.62","1.20K","-6.39%"
"2022년 05월 25일","20.96","20.96","20.96","20.96","0.39K","5.54%"
"2022년 05월 23일","19.86","21.00","21.00","19.86","1.16K","-5.43%"
"2022년 05월 20일","21.00","21.63","21.63","20.49","2.88K","-4.55%"
"2022년 05월 19일","22.00","22.00","22.00","22.00","-","-0.90%"
"2022년 05월 18일","22.20","22.20","22.20","22.20","0.57K","-2.85%"
"2022년 05월 17일","22.85","22.93","22.93","22.85","1.13K","3.91%"
"2022년 05월 16일","21.99","23.11","23.11","21.80","2.88K","-7.07%"
"2022년 05월 13일","23.66","23.95","23.95","23.50","0.84K","2.84%"
"2022년 05월 12일","23.01","23.01","23.01","23.01","-","-4.12%"
"2022년 05월 11일","24.00","24.00","24.00","24.00","0.21K","3.23%"
"2022년 05월 10일","23.25","23.25","23.25","23.25","0.19K","-0.30%"
"2022년 05월 04일","23.32","23.33","23.33","23.31","0.91K","0.13%"
"2022년 05월 02일","23.29","23.58","23.70","23.05","5.40K","15.47%"
"2022년 05월 27일","20.17","19.70","20.17","19.70","0.23K","2.80%"
"2022년 05월 26일","19.62","21.00","21.00","19.62","1.20K","-6.39%"
"2022년 05월 25일","20.96","20.96","20.96","20.96","0.39K","5.54%"
"2022년 05월 23일","19.86","21.00","21.00","19.86","1.16K","-5.43%"
"2022년 05월 20일","21.00","21.63","21.63","20.49","2.88K","-4.55%"
"2022년 05월 19일","22.00","22.00","22.00","22.00","-","-0.90%"
"2022년 05월 18일","22.20","22.20","22.20","22.20","0.57K","-2.85%"
"2022년 05월 17일","22.85","22.93","22.93","22.85","1.13K","3.91%"
"2022년 05월 16일","21.99","23.11","23.11","21.80","2.88K","-7.07%"
"2022년 05월 13일","23.66","23.95","23.95","23.50","0.84K","2.84%"
"2022년 05월 12일","23.01","23.01","23.01","23.01","-","-4.12%"
"2022년 05월 11일","24.00","24.00","24.00","24.00","0.21K","3.23%"
"2022년 05월 10일","23.25","23.25","23.25","23.25","0.19K","-0.30%"
"2022년 05월 04일","23.32","23.33","23.33","23.31","0.91K","0.13%"
"2022년 05월 02일","23.29","23.58","23.70","23.05","5.40K","-1.94%"
