"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","24.29","23.81","24.45","23.74","173.75K","2.79%"
"2022년 05월 26일","23.63","23.63","23.95","23.52","246.28K","0.34%"
"2022년 05월 25일","23.55","23.39","23.85","23.17","290.04K","0.43%"
"2022년 05월 24일","23.45","23.65","23.70","22.87","172.44K","0.26%"
"2022년 05월 23일","23.39","23.13","23.79","23.07","145.23K","1.78%"
"2022년 05월 20일","22.98","24.14","24.25","22.81","305.04K","-4.49%"
"2022년 05월 19일","24.06","24.28","24.59","23.86","214.90K","-1.60%"
"2022년 05월 18일","24.45","24.84","24.84","24.10","212.34K","-1.89%"
"2022년 05월 17일","24.92","25.34","25.40","24.80","322.05K","-0.80%"
"2022년 05월 16일","25.12","25.05","25.45","25.00","106.39K","-0.16%"
"2022년 05월 13일","25.16","24.95","25.27","24.65","96.77K","2.23%"
"2022년 05월 12일","24.61","24.88","24.99","24.29","252.75K","-1.01%"
"2022년 05월 11일","24.86","25.00","25.22","24.63","240.35K","-0.60%"
"2022년 05월 10일","25.01","25.11","25.30","24.80","238.54K","0.40%"
"2022년 05월 09일","24.91","25.00","25.13","24.81","152.98K","-1.66%"
"2022년 05월 06일","25.33","25.25","25.55","24.86","92.09K","0.08%"
"2022년 05월 05일","25.31","26.55","26.57","24.80","191.17K","-2.65%"
"2022년 05월 04일","26.00","25.41","26.05","25.26","154.15K","2.60%"
"2022년 05월 03일","25.34","25.03","25.54","24.73","77.23K","2.01%"
"2022년 05월 02일","24.84","25.06","25.38","24.38","142.18K","-0.80%"
"2022년 04월 29일","25.04","25.96","26.01","25.03","108.19K","-3.40%"
