"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","121.46","122.88","122.88","120.37","976.11K","-1.10%"
"2022년 05월 23일","122.81","121.36","122.94","119.14","1.07M","2.62%"
"2022년 05월 20일","119.68","122.00","123.68","117.74","1.79M","-2.44%"
"2022년 05월 19일","122.67","118.95","124.00","118.19","1.25M","2.60%"
"2022년 05월 18일","119.56","122.69","122.99","119.05","1.08M","-3.84%"
"2022년 05월 17일","124.33","123.78","125.47","122.50","1.09M","3.20%"
"2022년 05월 16일","120.47","121.29","122.24","118.00","1.27M","-1.54%"
"2022년 05월 13일","122.36","124.30","125.49","121.76","1.01M","-0.78%"
"2022년 05월 12일","123.32","123.66","125.45","120.68","1.31M","-0.79%"
"2022년 05월 11일","124.30","124.75","127.43","123.81","986.78K","-0.59%"
"2022년 05월 10일","125.04","128.73","129.55","123.32","1.12M","-1.65%"
"2022년 05월 09일","127.14","126.44","129.04","125.81","1.42M","-1.08%"
"2022년 05월 06일","128.53","130.52","130.52","126.26","1.30M","-2.31%"
"2022년 05월 05일","131.57","135.21","135.58","130.20","1.06M","-4.20%"
"2022년 05월 04일","137.34","133.21","137.48","131.65","1.32M","3.10%"
"2022년 05월 03일","133.21","130.74","133.91","130.62","1.85M","1.69%"
"2022년 05월 02일","130.99","127.39","131.08","126.30","2.19M","2.34%"
"2022년 04월 29일","127.99","130.75","131.94","127.63","3.30M","-2.19%"
"2022년 04월 28일","130.85","130.89","131.40","127.57","1.32M","0.96%"
"2022년 04월 27일","129.61","126.49","131.02","126.49","1.56M","2.95%"
"2022년 04월 26일","125.90","129.73","134.18","125.89","1.94M","-2.66%"
"2022년 04월 25일","129.34","131.90","131.91","126.05","2.53M","-2.64%"
