"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","69.72","69.05","70.04","68.85","329.42K","1.78%"
"2022년 05월 26일","68.50","67.08","68.90","67.08","322.40K","2.33%"
"2022년 05월 25일","66.94","65.90","67.70","65.61","255.29K","1.73%"
"2022년 05월 24일","65.80","66.65","66.73","63.29","415.20K","-1.73%"
"2022년 05월 23일","66.96","66.15","67.69","65.60","518.31K","2.98%"
"2022년 05월 20일","65.02","67.68","67.82","62.87","743.07K","-2.94%"
"2022년 05월 19일","66.99","68.54","69.06","66.85","624.07K","-3.05%"
"2022년 05월 18일","69.10","72.50","72.50","68.97","569.60K","-4.96%"
"2022년 05월 17일","72.71","70.72","72.81","70.62","346.10K","4.57%"
"2022년 05월 16일","69.53","70.32","70.75","68.92","396.55K","-0.77%"
"2022년 05월 13일","70.07","68.82","71.43","68.82","446.21K","2.20%"
"2022년 05월 12일","68.56","68.73","69.15","66.74","509.51K","-0.44%"
"2022년 05월 11일","68.86","69.47","70.17","68.19","1.17M","-0.75%"
"2022년 05월 10일","69.38","69.95","70.48","67.96","579.16K","-0.40%"
"2022년 05월 09일","69.66","70.21","72.51","69.48","541.93K","-1.93%"
"2022년 05월 06일","71.03","72.33","72.49","69.34","585.09K","-1.13%"
"2022년 05월 05일","71.84","73.07","73.07","69.67","698.90K","-1.03%"
"2022년 05월 04일","72.59","70.85","72.73","70.00","546.17K","3.36%"
"2022년 05월 03일","70.23","68.72","70.54","68.42","490.47K","1.66%"
"2022년 05월 02일","69.08","68.43","69.34","67.29","451.35K","0.20%"
"2022년 04월 29일","68.94","69.37","70.49","68.77","420.84K","-1.20%"
