"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","33.25","33.07","33.30","32.96","16.66K","1.37%"
"2022년 05월 26일","32.80","32.73","33.04","32.45","21.10K","1.11%"
"2022년 05월 25일","32.44","32.64","32.65","32.21","19.65K","0.53%"
"2022년 05월 24일","32.27","32.00","32.38","31.74","13.45K","0.66%"
"2022년 05월 23일","32.06","31.90","32.50","31.69","23.65K","1.55%"
"2022년 05월 20일","31.57","31.41","31.71","31.11","20.28K","0.96%"
"2022년 05월 19일","31.27","31.70","31.94","31.19","31.51K","-1.85%"
"2022년 05월 18일","31.86","31.75","32.39","31.63","29.17K","-0.03%"
"2022년 05월 17일","31.87","31.62","31.97","31.50","10.20K","1.76%"
"2022년 05월 16일","31.32","31.15","31.47","30.99","22.12K","0.45%"
"2022년 05월 13일","31.18","31.91","31.91","31.01","17.48K","-1.92%"
"2022년 05월 12일","31.79","32.00","32.00","31.26","15.57K","0.00%"
"2022년 05월 11일","31.79","31.96","32.72","31.75","17.51K","-0.31%"
"2022년 05월 10일","31.89","32.34","33.25","31.67","12.66K","-1.67%"
"2022년 05월 09일","32.43","31.72","32.43","31.12","22.17K","1.57%"
"2022년 05월 06일","31.93","32.01","32.14","31.57","26.06K","-0.31%"
"2022년 05월 05일","32.03","32.18","32.30","31.63","22.70K","-1.08%"
"2022년 05월 04일","32.38","31.15","32.49","31.10","18.93K","3.19%"
"2022년 05월 03일","31.38","31.08","31.39","31.00","12.96K","0.87%"
"2022년 05월 02일","31.11","31.54","31.98","31.00","25.87K","-0.61%"
"2022년 04월 29일","31.30","32.07","32.10","31.19","28.56K","-2.40%"
