"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","70.21","73.71","74.24","68.40","5.98M","-7.70%"
"2022년 05월 23일","76.07","77.87","78.00","72.66","4.63M","-2.90%"
"2022년 05월 20일","78.34","81.17","81.27","74.66","4.88M","-1.14%"
"2022년 05월 19일","79.24","78.39","82.36","76.00","7.34M","0.51%"
"2022년 05월 18일","78.84","85.05","85.05","77.10","5.99M","-10.47%"
"2022년 05월 17일","88.06","89.19","91.12","84.18","4.45M","1.66%"
"2022년 05월 16일","86.62","91.00","92.40","86.25","4.38M","-5.93%"
"2022년 05월 13일","92.08","90.08","94.58","88.66","5.78M","4.80%"
"2022년 05월 12일","87.86","77.36","89.88","75.61","10.54M","12.92%"
"2022년 05월 11일","77.81","83.73","86.49","77.04","8.25M","-7.44%"
"2022년 05월 10일","84.06","89.31","92.67","81.57","6.07M","-2.71%"
"2022년 05월 09일","86.40","85.08","88.96","82.41","8.28M","0.02%"
"2022년 05월 06일","86.38","89.67","90.88","81.11","9.28M","-5.00%"
"2022년 05월 05일","90.93","94.26","95.30","88.88","15.39M","-16.83%"
"2022년 05월 04일","109.33","100.00","110.95","96.10","7.98M","8.75%"
"2022년 05월 03일","100.53","96.74","103.47","95.09","5.58M","3.56%"
"2022년 05월 02일","97.07","91.93","97.20","90.68","5.63M","4.16%"
"2022년 04월 29일","93.19","97.41","102.25","92.89","7.09M","-8.53%"
"2022년 04월 28일","101.88","100.63","103.37","94.39","5.49M","4.44%"
"2022년 04월 27일","97.55","98.99","102.25","95.77","4.28M","-2.56%"
"2022년 04월 26일","100.11","101.04","102.65","97.10","4.27M","-1.91%"
"2022년 04월 25일","102.06","96.85","103.20","96.59","3.97M","3.71%"
