"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 20일","44.31","44.96","45.32","43.28","7.45M","-0.69%"
"2022년 05월 19일","44.62","44.62","45.33","44.02","7.67M","-0.71%"
"2022년 05월 18일","44.94","46.10","46.78","44.65","5.87M","-4.22%"
"2022년 05월 17일","46.92","45.64","47.12","45.40","5.69M","4.06%"
"2022년 05월 16일","45.09","46.49","46.49","44.90","6.94M","-3.34%"
"2022년 05월 13일","46.65","46.46","46.76","45.72","6.44M","1.06%"
"2022년 05월 12일","46.16","45.98","47.82","45.19","8.90M","-0.90%"
"2022년 05월 11일","46.58","48.31","48.95","46.47","7.07M","-4.14%"
"2022년 05월 10일","48.59","49.97","50.89","48.38","7.61M","-1.36%"
"2022년 05월 09일","49.26","48.08","50.92","47.67","12.83M","0.92%"
"2022년 05월 06일","48.81","48.00","49.64","47.03","11.28M","1.60%"
"2022년 05월 05일","48.04","51.21","51.82","47.29","19.29M","-11.72%"
"2022년 05월 04일","54.42","53.48","54.49","52.31","9.50M","1.80%"
"2022년 05월 03일","53.46","53.28","54.25","53.02","8.06M","0.58%"
"2022년 05월 02일","53.15","52.00","53.21","51.49","6.04M","2.37%"
"2022년 04월 29일","51.92","51.52","53.98","51.52","8.34M","-3.44%"
"2022년 04월 28일","53.77","52.47","54.05","52.15","6.01M","3.28%"
"2022년 04월 27일","52.06","52.99","53.89","52.00","4.88M","-1.96%"
"2022년 04월 26일","53.10","53.59","53.96","52.48","4.95M","-0.99%"
"2022년 04월 25일","53.63","52.93","53.88","52.71","5.50M","0.87%"
"2022년 04월 22일","53.17","54.60","54.83","53.08","4.91M","-2.92%"
