"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 20일","49.92","50.70","50.70","47.19","1.49M","1.24%"
"2022년 05월 19일","49.31","48.69","50.72","48.56","1.40M","0.74%"
"2022년 05월 18일","48.95","49.98","51.38","48.56","1.71M","-3.98%"
"2022년 05월 17일","50.98","49.10","51.28","49.10","2.20M","6.74%"
"2022년 05월 16일","47.76","48.61","49.43","47.63","1.19M","-3.28%"
"2022년 05월 13일","49.38","47.86","50.38","47.41","2.27M","6.03%"
"2022년 05월 12일","46.57","44.03","46.66","44.03","2.50M","4.30%"
"2022년 05월 11일","44.65","46.12","47.68","44.32","2.03M","-3.54%"
"2022년 05월 10일","46.29","46.16","47.22","44.42","2.43M","3.72%"
"2022년 05월 09일","44.63","46.77","47.29","43.59","3.30M","-6.73%"
"2022년 05월 06일","47.85","48.16","49.78","46.59","2.55M","-1.54%"
"2022년 05월 05일","48.60","51.52","52.01","47.85","2.14M","-8.51%"
"2022년 05월 04일","53.12","50.60","53.14","48.56","2.69M","5.71%"
"2022년 05월 03일","50.25","49.52","51.55","48.44","1.98M","1.25%"
"2022년 05월 02일","49.63","48.37","49.67","47.21","1.55M","3.31%"
"2022년 04월 29일","48.04","48.84","50.71","47.96","1.85M","-3.24%"
"2022년 04월 28일","49.65","48.43","50.09","46.94","2.12M","5.59%"
"2022년 04월 27일","47.02","46.84","48.68","46.53","1.46M","-0.49%"
"2022년 04월 26일","47.25","48.17","48.65","46.89","1.48M","-3.39%"
"2022년 04월 25일","48.91","46.65","49.00","46.53","1.38M","3.43%"
"2022년 04월 22일","47.29","48.89","49.57","47.21","1.37M","-3.27%"
