"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","84.94","82.90","84.94","82.24","136.72K","2.83%"
"2022년 05월 26일","82.60","81.73","83.30","81.20","77.59K","1.46%"
"2022년 05월 25일","81.41","80.46","81.97","80.21","84.31K","0.37%"
"2022년 05월 24일","81.11","80.56","81.14","78.38","99.30K","0.07%"
"2022년 05월 23일","81.05","81.43","82.22","78.79","111.43K","0.16%"
"2022년 05월 20일","80.92","82.79","82.79","78.49","107.06K","-1.34%"
"2022년 05월 19일","82.02","83.20","83.27","81.26","95.32K","-1.68%"
"2022년 05월 18일","83.42","84.46","85.27","83.22","165.40K","-1.80%"
"2022년 05월 17일","84.95","82.89","84.95","82.23","87.36K","3.91%"
"2022년 05월 16일","81.75","81.73","82.89","80.88","86.28K","-0.51%"
"2022년 05월 13일","82.17","81.41","82.71","81.17","86.40K","1.34%"
"2022년 05월 12일","81.08","81.72","81.97","79.05","105.54K","-0.58%"
"2022년 05월 11일","81.55","82.95","84.51","81.36","105.47K","-1.45%"
"2022년 05월 10일","82.75","82.93","83.82","80.74","111.64K","1.10%"
"2022년 05월 09일","81.85","80.50","82.47","79.71","136.72K","0.40%"
"2022년 05월 06일","81.52","81.33","82.96","80.09","107.13K","-0.28%"
"2022년 05월 05일","81.75","83.60","84.33","80.49","107.78K","-3.22%"
"2022년 05월 04일","84.47","83.54","84.58","81.47","102.40K","1.34%"
"2022년 05월 03일","83.35","82.89","83.71","82.28","103.16K","0.66%"
"2022년 05월 02일","82.80","80.66","82.97","78.36","129.68K","2.05%"
"2022년 04월 29일","81.14","82.58","84.82","80.63","224.63K","-1.77%"
