"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","103.67","103.00","103.84","100.61","799.83K","0.39%"
"2022년 05월 23일","103.27","103.29","103.77","102.00","785.89K","1.28%"
"2022년 05월 20일","101.96","104.23","104.60","99.70","1.04M","-1.19%"
"2022년 05월 19일","103.19","102.80","104.78","102.48","754.24K","-0.99%"
"2022년 05월 18일","104.22","106.19","106.76","103.64","1.16M","-2.51%"
"2022년 05월 17일","106.90","105.47","107.74","104.56","983.54K","3.43%"
"2022년 05월 16일","103.35","102.80","104.17","101.44","789.66K","0.29%"
"2022년 05월 13일","103.05","101.74","104.12","101.61","731.55K","2.00%"
"2022년 05월 12일","101.03","101.39","102.41","99.14","938.14K","-0.81%"
"2022년 05월 11일","101.86","102.78","104.64","101.73","826.75K","-0.27%"
"2022년 05월 10일","102.14","104.76","105.03","100.19","923.18K","-1.24%"
"2022년 05월 09일","103.42","104.01","105.52","103.01","1.06M","-2.33%"
"2022년 05월 06일","105.89","105.62","106.60","104.12","1.31M","0.21%"
"2022년 05월 05일","105.67","106.67","107.98","104.32","881.81K","-2.20%"
"2022년 05월 04일","108.05","104.95","108.34","104.00","943.76K","2.95%"
"2022년 05월 03일","104.95","102.26","105.55","102.01","1.06M","3.03%"
"2022년 05월 02일","101.86","103.68","104.61","99.66","1.20M","-0.79%"
"2022년 04월 29일","102.67","107.01","108.49","102.47","1.77M","-4.40%"
"2022년 04월 28일","107.39","106.12","107.47","103.92","1.42M","2.15%"
"2022년 04월 27일","105.13","105.04","106.06","104.05","665.24K","1.13%"
"2022년 04월 26일","103.96","105.55","106.83","103.93","889.79K","-1.79%"
"2022년 04월 25일","105.86","105.90","106.31","103.08","1.04M","-0.53%"
