"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","3.370","3.340","3.490","3.300","13.26K","1.51%"
"2022년 05월 26일","3.320","3.330","3.380","3.220","12.38K","1.68%"
"2022년 05월 25일","3.265","3.290","3.590","3.200","28.25K","-2.54%"
"2022년 05월 24일","3.350","3.560","3.560","3.290","89.66K","-7.20%"
"2022년 05월 23일","3.610","3.780","3.780","3.542","28.24K","-1.10%"
"2022년 05월 20일","3.650","4.130","4.150","3.576","63.88K","-11.41%"
"2022년 05월 19일","4.120","3.850","4.250","3.782","129.17K","5.37%"
"2022년 05월 18일","3.910","3.900","3.980","3.750","65.30K","-0.26%"
"2022년 05월 17일","3.920","3.790","4.030","3.780","169.03K","4.53%"
"2022년 05월 16일","3.750","3.430","3.820","3.408","120.60K","9.01%"
"2022년 05월 13일","3.440","3.050","3.590","2.900","165.07K","14.67%"
"2022년 05월 12일","3.000","2.780","3.110","2.710","138.75K","3.81%"
"2022년 05월 11일","2.890","2.800","3.080","2.730","177.88K","0.35%"
"2022년 05월 10일","2.880","2.970","3.060","2.850","154.68K","-1.71%"
"2022년 05월 09일","2.930","3.620","3.800","2.812","693.24K","-20.81%"
"2022년 05월 06일","3.700","3.220","4.120","3.220","1.17M","6.02%"
"2022년 05월 05일","3.490","3.070","3.530","3.070","697.42K","2.35%"
"2022년 05월 04일","3.410","3.160","3.580","3.140","1.87M","-2.57%"
"2022년 05월 03일","3.500","3.970","4.100","3.320","58.52M","31.55%"
"2022년 05월 02일","2.661","2.618","2.730","2.590","18.15K","0.00%"
"2022년 04월 29일","2.660","2.660","2.790","2.610","26.74K","-2.56%"
