"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","38.75","38.00","39.14","38.00","14.84M","5.38%"
"2022년 05월 26일","36.77","35.73","36.96","35.52","10.74M","3.37%"
"2022년 05월 25일","35.57","34.53","36.06","34.39","11.45M","2.30%"
"2022년 05월 24일","34.77","34.77","34.87","33.89","9.61M","-0.83%"
"2022년 05월 23일","35.06","34.77","35.13","34.17","12.57M","1.18%"
"2022년 05월 20일","34.65","35.76","35.83","33.45","14.52M","-3.02%"
"2022년 05월 19일","35.73","36.37","36.63","35.07","13.85M","-3.04%"
"2022년 05월 18일","36.85","39.00","39.02","36.71","12.98M","-6.99%"
"2022년 05월 17일","39.62","38.38","39.71","38.20","13.47M","5.63%"
"2022년 05월 16일","37.51","36.89","37.85","36.43","8.43M","1.98%"
"2022년 05월 13일","36.78","36.14","36.99","35.97","8.82M","2.62%"
"2022년 05월 12일","35.84","35.58","36.37","35.00","11.51M","-0.06%"
"2022년 05월 11일","35.86","37.17","37.73","35.79","10.07M","-4.48%"
"2022년 05월 10일","37.54","37.86","38.78","37.42","14.28M","1.43%"
"2022년 05월 09일","37.01","36.16","37.22","36.13","9.98M","-0.22%"
"2022년 05월 06일","37.09","37.35","37.65","36.32","10.11M","-2.16%"
"2022년 05월 05일","37.91","38.93","39.10","37.51","8.27M","-3.76%"
"2022년 05월 04일","39.39","38.12","39.52","37.64","10.15M","3.88%"
"2022년 05월 03일","37.92","36.95","38.16","36.88","7.67M","2.32%"
"2022년 05월 02일","37.06","36.62","37.07","36.01","9.35M","1.17%"
