"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","273.94","272.53","275.40","266.89","232.64K","-0.17%"
"2022년 05월 23일","274.42","274.93","276.74","272.38","271.35K","1.42%"
"2022년 05월 20일","270.57","277.48","277.99","266.51","246.91K","-2.09%"
"2022년 05월 19일","276.34","277.66","280.08","271.38","255.61K","-1.44%"
"2022년 05월 18일","280.39","287.48","287.53","279.75","237.89K","-3.16%"
"2022년 05월 17일","289.53","285.48","289.75","284.71","145.20K","2.53%"
"2022년 05월 16일","282.38","279.13","284.08","278.84","138.71K","0.84%"
"2022년 05월 13일","280.02","275.49","280.28","275.49","278.35K","2.20%"
"2022년 05월 12일","273.99","278.20","278.20","273.39","433.51K","-1.64%"
"2022년 05월 11일","278.56","280.01","284.06","277.87","199.83K","-0.26%"
"2022년 05월 10일","279.29","282.49","285.27","276.69","245.24K","-0.45%"
"2022년 05월 09일","280.56","284.93","286.84","279.77","266.57K","-2.35%"
"2022년 05월 06일","287.32","284.89","288.90","283.41","270.28K","1.12%"
"2022년 05월 05일","284.14","283.73","286.83","280.60","208.84K","-0.72%"
"2022년 05월 04일","286.20","280.49","287.15","277.96","248.14K","2.39%"
"2022년 05월 03일","279.53","279.09","282.91","277.83","171.98K","0.76%"
"2022년 05월 02일","277.43","277.49","279.67","272.48","269.60K","0.99%"
"2022년 04월 29일","274.71","281.16","282.90","274.01","277.53K","-2.81%"
"2022년 04월 28일","282.66","290.96","290.96","274.56","417.14K","-0.75%"
"2022년 04월 27일","284.80","278.50","287.10","278.50","403.74K","2.26%"
"2022년 04월 26일","278.51","283.19","283.91","278.51","219.09K","-2.02%"
"2022년 04월 25일","284.24","284.99","285.45","274.65","262.72K","-0.68%"
