"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","414.61","412.61","416.69","403.12","393.86K","-0.74%"
"2022년 05월 23일","417.68","419.65","420.16","410.71","382.89K","0.15%"
"2022년 05월 20일","417.04","414.68","417.61","407.48","670.36K","1.71%"
"2022년 05월 19일","410.02","395.59","413.42","395.00","823.46K","2.63%"
"2022년 05월 18일","399.50","400.27","405.85","398.16","894.74K","-2.02%"
"2022년 05월 17일","407.75","413.95","413.95","397.41","670.30K","1.94%"
"2022년 05월 16일","400.00","401.91","403.77","395.95","696.59K","-1.99%"
"2022년 05월 13일","408.14","395.62","410.89","394.70","675.77K","5.20%"
"2022년 05월 12일","387.98","379.83","394.32","379.53","651.41K","0.15%"
"2022년 05월 11일","387.40","387.09","400.59","384.72","779.79K","-0.38%"
"2022년 05월 10일","388.89","388.98","395.33","380.34","824.36K","2.59%"
"2022년 05월 09일","379.08","395.49","400.14","376.41","1.28M","-6.54%"
"2022년 05월 06일","405.61","410.66","412.45","395.01","855.89K","-2.51%"
"2022년 05월 05일","416.05","427.93","428.54","405.23","774.43K","-3.86%"
"2022년 05월 04일","432.74","431.85","434.37","413.03","622.86K","0.19%"
"2022년 05월 03일","431.91","425.00","433.98","424.06","674.46K","1.93%"
"2022년 05월 02일","423.75","418.84","426.16","410.92","744.84K","0.59%"
"2022년 04월 29일","421.25","428.76","432.49","420.55","631.95K","-2.80%"
"2022년 04월 28일","433.38","426.56","438.88","422.49","610.49K","3.73%"
"2022년 04월 27일","417.78","429.61","435.62","415.33","783.46K","-2.80%"
"2022년 04월 26일","429.81","450.74","462.00","429.39","737.23K","-7.03%"
"2022년 04월 25일","462.30","451.84","463.93","450.40","724.80K","1.37%"
