"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","270.18","273.17","274.21","265.01","1.19M","-3.06%"
"2022년 05월 23일","278.71","278.46","279.55","266.05","976.63K","1.33%"
"2022년 05월 20일","275.04","280.00","282.41","267.01","922.92K","0.42%"
"2022년 05월 19일","273.89","267.07","278.80","265.51","782.78K","1.78%"
"2022년 05월 18일","269.11","276.50","277.41","267.31","1.32M","-4.09%"
"2022년 05월 17일","280.59","279.96","285.46","273.99","1.19M","2.33%"
"2022년 05월 16일","274.20","274.66","281.62","270.12","1.10M","-0.48%"
"2022년 05월 13일","275.52","264.42","276.84","264.42","1.04M","6.16%"
"2022년 05월 12일","259.53","253.82","265.40","250.64","1.19M","1.34%"
"2022년 05월 11일","256.11","258.77","269.59","255.00","1.03M","-0.78%"
"2022년 05월 10일","258.13","273.50","279.60","254.48","2.25M","-4.03%"
"2022년 05월 09일","268.96","274.22","277.67","265.30","1.31M","-4.08%"
"2022년 05월 06일","280.41","285.85","286.34","271.53","1.24M","-1.17%"
"2022년 05월 05일","283.72","305.79","309.00","280.05","1.58M","-8.74%"
"2022년 05월 04일","310.89","300.03","311.62","286.70","1.11M","3.28%"
"2022년 05월 03일","301.02","304.02","311.92","297.05","1.08M","-2.54%"
"2022년 05월 02일","308.88","292.48","310.97","288.02","1.68M","6.54%"
"2022년 04월 29일","289.91","303.33","319.09","288.88","1.75M","-4.84%"
"2022년 04월 28일","304.66","279.95","306.83","270.96","4.21M","-15.47%"
"2022년 04월 27일","360.43","365.02","378.98","357.22","1.21M","-0.24%"
"2022년 04월 26일","361.30","363.22","365.54","353.93","1.14M","-2.05%"
"2022년 04월 25일","368.86","361.95","371.06","354.86","1.06M","2.30%"
