"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","16.63","16.04","16.69","15.92","42.74K","4.99%"
"2022년 05월 26일","15.84","15.71","16.40","15.71","44.89K","2.13%"
"2022년 05월 25일","15.51","14.90","15.68","14.59","50.14K","4.51%"
"2022년 05월 24일","14.84","14.66","14.89","14.20","48.42K","0.00%"
"2022년 05월 23일","14.84","14.90","14.98","14.48","81.41K","-0.74%"
"2022년 05월 20일","14.95","15.63","15.63","14.81","70.58K","-3.55%"
"2022년 05월 19일","15.50","15.94","16.24","15.45","65.95K","-4.02%"
"2022년 05월 18일","16.15","16.53","16.66","15.89","95.70K","-3.84%"
"2022년 05월 17일","16.80","16.38","16.99","16.30","83.76K","3.67%"
"2022년 05월 16일","16.20","15.98","16.47","15.73","77.32K","0.87%"
"2022년 05월 13일","16.06","15.92","16.19","15.84","62.69K","1.65%"
"2022년 05월 12일","15.80","15.42","16.18","15.36","58.99K","0.64%"
"2022년 05월 11일","15.70","16.68","16.96","15.69","94.17K","-6.66%"
"2022년 05월 10일","16.82","16.85","17.00","16.46","77.93K","0.84%"
"2022년 05월 09일","16.68","16.22","16.98","16.04","88.88K","1.83%"
"2022년 05월 06일","16.38","16.45","16.63","16.20","71.89K","-1.21%"
"2022년 05월 05일","16.58","16.85","16.85","16.38","69.54K","-2.81%"
"2022년 05월 04일","17.06","17.14","17.14","16.66","75.21K","0.35%"
"2022년 05월 03일","17.00","16.97","17.14","16.82","62.19K","-0.23%"
"2022년 05월 02일","17.04","16.57","17.07","16.57","66.18K","2.90%"
"2022년 04월 29일","16.56","16.59","16.83","16.48","87.41K","-0.66%"
