"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","15.66","15.66","15.66","15.66","-","0.97%"
"2022년 05월 26일","15.51","15.46","15.70","15.25","2.06K","1.11%"
"2022년 05월 25일","15.34","15.07","15.34","15.07","2.00K","1.93%"
"2022년 05월 24일","15.05","15.60","15.60","14.59","6.09K","-3.53%"
"2022년 05월 23일","15.60","15.31","15.60","14.75","2.63K","3.52%"
"2022년 05월 20일","15.07","15.07","15.07","15.07","0.55K","-0.26%"
"2022년 05월 19일","15.11","15.70","15.90","15.10","2.52K","-6.67%"
"2022년 05월 18일","16.19","15.85","16.30","15.30","5.45K","-1.94%"
"2022년 05월 17일","16.51","15.98","16.61","15.80","4.14K","2.61%"
"2022년 05월 16일","16.09","14.92","16.57","14.92","11.25K","6.42%"
"2022년 05월 13일","15.12","14.52","15.19","14.15","13.71K","1.54%"
"2022년 05월 12일","14.89","15.04","15.34","14.07","8.57K","0.27%"
"2022년 05월 11일","14.85","15.16","16.25","14.61","11.72K","-2.89%"
"2022년 05월 10일","15.29","13.30","15.96","13.30","57.29K","16.19%"
"2022년 05월 09일","13.16","13.71","13.71","13.00","5.18K","-4.29%"
"2022년 05월 06일","13.75","14.82","14.82","12.40","37.54K","-10.42%"
"2022년 05월 05일","15.35","15.48","16.04","14.87","6.21K","-2.04%"
"2022년 05월 04일","15.67","15.63","16.27","15.34","6.33K","2.02%"
"2022년 05월 03일","15.36","15.15","16.01","15.00","9.07K","1.72%"
"2022년 05월 02일","15.10","15.23","15.41","14.85","2.87K","0.00%"
"2022년 04월 29일","15.10","15.00","15.47","14.65","8.46K","1.00%"
