"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","161.24","163.33","163.66","157.33","744.14K","-1.63%"
"2022년 05월 23일","163.91","162.03","163.97","160.03","726.23K","2.42%"
"2022년 05월 20일","160.03","162.52","163.20","156.88","826.66K","-0.17%"
"2022년 05월 19일","160.31","159.31","163.41","159.31","546.51K","-0.14%"
"2022년 05월 18일","160.53","163.05","163.83","159.90","593.77K","-2.64%"
"2022년 05월 17일","164.88","163.74","165.14","161.52","917.70K","2.97%"
"2022년 05월 16일","160.13","164.50","165.34","157.13","1.33M","-4.70%"
"2022년 05월 13일","168.02","166.58","170.89","165.68","1.02M","1.76%"
"2022년 05월 12일","165.11","157.89","165.29","156.53","1.42M","4.43%"
"2022년 05월 11일","158.10","161.82","165.39","157.80","822.36K","-2.13%"
"2022년 05월 10일","161.54","165.73","166.29","158.15","801.48K","-0.87%"
"2022년 05월 09일","162.95","167.59","169.28","161.85","964.46K","-4.08%"
"2022년 05월 06일","169.88","174.70","174.82","164.63","1.16M","-4.07%"
"2022년 05월 05일","177.08","183.01","183.51","174.59","747.32K","-4.50%"
"2022년 05월 04일","185.43","175.40","185.57","175.25","1.31M","4.80%"
"2022년 05월 03일","176.93","171.67","178.38","171.50","1.07M","2.85%"
"2022년 05월 02일","172.02","172.27","174.22","168.47","1.09M","-0.16%"
"2022년 04월 29일","172.29","176.52","177.94","171.84","639.97K","-3.14%"
"2022년 04월 28일","177.88","172.64","178.97","171.38","765.56K","3.36%"
"2022년 04월 27일","172.09","170.91","174.01","170.09","535.30K","0.93%"
"2022년 04월 26일","170.50","174.79","175.57","170.50","626.33K","-3.13%"
"2022년 04월 25일","176.01","171.17","176.76","169.52","1.07M","2.88%"
