"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","21.32","21.36","21.51","21.06","12.22K","0.42%"
"2022년 05월 26일","21.23","21.36","21.81","20.71","24.03K","0.52%"
"2022년 05월 25일","21.12","21.07","21.39","21.03","23.67K","0.43%"
"2022년 05월 24일","21.03","20.51","21.08","20.51","23.88K","1.25%"
"2022년 05월 23일","20.77","20.61","21.00","20.47","20.60K","2.37%"
"2022년 05월 20일","20.29","20.48","20.65","20.13","31.57K","-0.64%"
"2022년 05월 19일","20.42","20.70","21.36","20.42","50.95K","-1.97%"
"2022년 05월 18일","20.83","21.05","21.15","20.72","39.82K","-1.93%"
"2022년 05월 17일","21.24","21.08","21.34","20.99","18.42K","2.07%"
"2022년 05월 16일","20.81","20.77","20.88","20.47","107.94K","-0.19%"
"2022년 05월 13일","20.85","20.82","20.96","20.33","56.81K","0.48%"
"2022년 05월 12일","20.75","20.54","20.79","20.37","39.94K","0.44%"
"2022년 05월 11일","20.66","20.78","21.09","20.56","31.48K","-0.91%"
"2022년 05월 10일","20.85","20.94","21.00","20.47","49.53K","-0.29%"
"2022년 05월 09일","20.91","20.55","21.07","20.38","52.75K","-0.19%"
"2022년 05월 06일","20.95","20.55","20.96","20.43","55.98K","1.16%"
"2022년 05월 05일","20.71","21.07","21.07","20.50","30.41K","-2.95%"
"2022년 05월 04일","21.34","21.06","21.43","20.80","47.41K","2.25%"
"2022년 05월 03일","20.87","20.31","21.21","20.10","157.85K","2.71%"
"2022년 05월 02일","20.32","20.71","20.82","20.15","81.70K","-2.40%"
"2022년 04월 29일","20.82","21.82","21.99","20.69","44.71K","-5.15%"
