"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","37.52","37.46","37.64","36.91","1.16M","-0.03%"
"2022년 05월 23일","37.53","37.78","37.96","36.93","1.14M","-0.29%"
"2022년 05월 20일","37.64","36.89","37.70","36.45","1.93M","2.93%"
"2022년 05월 19일","36.57","35.50","36.66","35.28","1.43M","1.70%"
"2022년 05월 18일","35.96","36.44","37.36","35.83","1.65M","-2.10%"
"2022년 05월 17일","36.73","35.76","36.87","35.48","1.43M","3.67%"
"2022년 05월 16일","35.43","34.74","35.62","34.61","1.07M","1.40%"
"2022년 05월 13일","34.94","34.65","35.23","34.42","1.15M","0.90%"
"2022년 05월 12일","34.63","33.39","34.65","33.39","1.32M","3.84%"
"2022년 05월 11일","33.35","34.65","35.28","33.23","2.04M","-4.06%"
"2022년 05월 10일","34.76","34.21","34.95","33.94","1.89M","0.12%"
"2022년 05월 09일","34.72","34.24","35.24","34.10","2.43M","-0.14%"
"2022년 05월 06일","34.77","34.33","35.02","33.12","2.45M","-0.29%"
"2022년 05월 05일","34.87","33.19","35.21","33.15","3.41M","5.06%"
"2022년 05월 04일","33.19","32.52","33.29","31.94","1.40M","2.31%"
"2022년 05월 03일","32.44","32.04","32.58","31.91","1.96M","1.12%"
"2022년 05월 02일","32.08","32.50","33.11","31.64","2.46M","-0.77%"
"2022년 04월 29일","32.33","32.88","33.33","32.25","2.81M","-2.03%"
"2022년 04월 28일","33.00","32.70","33.20","32.21","1.51M","1.79%"
"2022년 04월 27일","32.42","31.99","32.68","31.73","1.20M","2.40%"
"2022년 04월 26일","31.66","32.24","32.57","31.62","1.01M","-2.61%"
"2022년 04월 25일","32.51","32.00","32.69","31.49","1.19M","0.77%"
