"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 20일","20.78","20.69","20.98","20.16","4.56M","1.32%"
"2022년 05월 19일","20.51","20.60","21.06","20.37","5.95M","-1.82%"
"2022년 05월 18일","20.89","21.12","21.53","20.73","4.86M","-2.84%"
"2022년 05월 17일","21.50","21.29","21.75","20.54","5.96M","4.93%"
"2022년 05월 16일","20.49","20.77","20.77","19.90","4.62M","-1.77%"
"2022년 05월 13일","20.86","20.04","21.24","19.99","6.26M","4.25%"
"2022년 05월 12일","20.01","17.39","20.01","17.04","12.88M","14.60%"
"2022년 05월 11일","17.46","21.43","21.81","17.29","18.59M","-19.72%"
"2022년 05월 10일","21.75","21.74","22.27","20.83","7.33M","2.11%"
"2022년 05월 09일","21.30","21.90","22.71","20.95","11.36M","-4.14%"
"2022년 05월 06일","22.22","26.18","26.66","21.77","13.29M","-19.14%"
"2022년 05월 05일","27.48","28.99","29.30","27.10","4.41M","-6.50%"
"2022년 05월 04일","29.39","28.05","29.60","27.71","3.79M","4.63%"
"2022년 05월 03일","28.09","27.71","28.41","27.45","3.24M","1.30%"
"2022년 05월 02일","27.73","28.35","28.71","26.82","5.02M","-2.74%"
"2022년 04월 29일","28.51","30.58","30.90","28.39","3.60M","-6.59%"
"2022년 04월 28일","30.52","30.90","30.90","29.47","2.57M","-0.13%"
"2022년 04월 27일","30.56","31.11","31.13","29.95","3.36M","-1.64%"
"2022년 04월 26일","31.07","31.34","31.63","30.85","2.52M","-1.33%"
"2022년 04월 25일","31.49","30.77","31.61","29.97","2.97M","2.81%"
"2022년 04월 22일","30.63","31.25","31.60","30.38","2.77M","-2.20%"
