"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","40.85","40.71","40.88","40.43","111.30K","0.64%"
"2022년 05월 26일","40.59","40.41","40.65","40.10","150.29K","1.25%"
"2022년 05월 25일","40.09","39.89","40.48","39.82","152.50K","0.58%"
"2022년 05월 24일","39.86","39.39","40.04","38.67","199.91K","0.78%"
"2022년 05월 23일","39.55","39.27","40.13","39.19","244.96K","1.67%"
"2022년 05월 20일","38.90","38.59","38.94","38.00","213.00K","1.20%"
"2022년 05월 19일","38.44","38.76","39.18","38.37","213.26K","-1.94%"
"2022년 05월 18일","39.20","39.44","39.64","38.90","135.91K","-1.56%"
"2022년 05월 17일","39.82","39.39","39.95","38.79","154.86K","2.58%"
"2022년 05월 16일","38.82","39.18","39.33","38.18","276.62K","-1.37%"
"2022년 05월 13일","39.36","39.38","39.67","39.07","289.90K","0.23%"
"2022년 05월 12일","39.27","38.76","39.27","38.34","216.43K","0.85%"
"2022년 05월 11일","38.94","39.38","39.92","38.87","168.39K","-0.74%"
"2022년 05월 10일","39.23","39.85","40.02","38.39","258.69K","-1.06%"
"2022년 05월 09일","39.65","38.83","39.93","38.79","203.73K","1.02%"
"2022년 05월 06일","39.25","39.62","39.62","38.51","183.81K","-0.91%"
"2022년 05월 05일","39.61","39.99","39.99","39.15","192.16K","-1.96%"
"2022년 05월 04일","40.40","39.63","40.47","39.41","177.12K","2.10%"
"2022년 05월 03일","39.57","39.37","39.88","38.79","168.45K","0.71%"
"2022년 05월 02일","39.29","39.36","39.78","38.59","208.41K","0.26%"
"2022년 04월 29일","39.19","40.08","40.27","38.97","212.47K","-2.22%"
