"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","77.58","75.52","77.70","74.44","662.78K","3.18%"
"2022년 05월 23일","75.19","75.95","76.43","74.83","539.81K","-0.16%"
"2022년 05월 20일","75.31","75.54","75.87","73.71","560.86K","-0.29%"
"2022년 05월 19일","75.53","74.21","75.72","73.78","830.15K","1.33%"
"2022년 05월 18일","74.54","74.77","75.60","74.25","473.57K","0.01%"
"2022년 05월 17일","74.53","74.01","74.57","72.97","450.46K","1.09%"
"2022년 05월 16일","73.73","73.47","74.02","72.58","583.80K","0.67%"
"2022년 05월 13일","73.24","73.77","73.77","72.40","481.22K","-0.19%"
"2022년 05월 12일","73.38","73.80","73.80","72.16","823.31K","-0.42%"
"2022년 05월 11일","73.69","72.46","74.49","72.36","784.66K","1.47%"
"2022년 05월 10일","72.62","74.43","75.13","71.79","665.08K","-2.20%"
"2022년 05월 09일","74.25","73.93","75.14","72.90","949.75K","0.18%"
"2022년 05월 06일","74.12","72.91","74.38","72.47","1.04M","1.81%"
"2022년 05월 05일","72.80","73.64","74.10","72.09","1.29M","-1.91%"
"2022년 05월 04일","74.22","73.14","74.52","72.72","1.48M","2.77%"
"2022년 05월 03일","72.22","71.73","73.04","71.42","831.08K","1.38%"
"2022년 05월 02일","71.24","71.52","72.39","70.42","874.47K","0.06%"
"2022년 04월 29일","71.20","73.54","73.78","71.08","803.47K","-4.44%"
"2022년 04월 28일","74.51","74.75","75.03","74.11","577.72K","0.13%"
"2022년 04월 27일","74.41","75.35","75.78","73.90","659.16K","-1.33%"
"2022년 04월 26일","75.41","75.70","76.96","75.41","786.11K","-1.78%"
"2022년 04월 25일","76.78","77.76","78.00","75.63","613.10K","-0.70%"
