"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","23.12","21.29","23.33","21.15","508.84K","9.31%"
"2022년 05월 26일","21.15","21.21","22.18","20.86","292.54K","-0.52%"
"2022년 05월 25일","21.26","21.24","22.21","20.93","324.65K","-0.42%"
"2022년 05월 24일","21.35","21.25","21.63","21.18","377.52K","-1.61%"
"2022년 05월 23일","21.70","22.01","22.07","21.55","319.20K","-1.23%"
"2022년 05월 20일","21.97","21.84","22.01","21.08","427.97K","2.00%"
"2022년 05월 19일","21.54","20.97","21.83","20.89","510.69K","1.60%"
"2022년 05월 18일","21.20","22.11","22.60","21.01","802.80K","-6.40%"
"2022년 05월 17일","22.65","22.44","22.88","21.99","425.88K","2.91%"
"2022년 05월 16일","22.01","22.34","22.58","21.89","383.87K","-1.61%"
"2022년 05월 13일","22.37","21.14","22.50","21.14","678.82K","7.14%"
"2022년 05월 12일","20.88","19.65","21.16","19.46","609.31K","5.19%"
"2022년 05월 11일","19.85","19.74","20.47","19.07","703.29K","-0.05%"
"2022년 05월 10일","19.86","20.36","20.78","18.98","736.97K","0.91%"
"2022년 05월 09일","19.68","21.01","21.46","19.22","843.20K","-8.42%"
"2022년 05월 06일","21.49","21.42","21.90","21.19","654.51K","-0.60%"
"2022년 05월 05일","21.62","21.00","21.67","20.55","993.94K","-1.05%"
"2022년 05월 04일","21.85","21.33","21.95","20.46","516.30K","3.26%"
"2022년 05월 03일","21.16","21.33","21.92","20.91","326.62K","-0.14%"
"2022년 05월 02일","21.19","20.37","21.24","20.26","501.04K","3.37%"
"2022년 04월 29일","20.50","21.39","21.90","20.38","448.02K","-3.98%"
