"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","5.780","5.440","5.780","5.440","2.23K","0.68%"
"2022년 05월 26일","5.741","5.741","5.741","5.741","0.46K","4.38%"
"2022년 05월 25일","5.500","5.273","5.700","5.250","6.37K","3.97%"
"2022년 05월 24일","5.290","5.350","5.350","5.220","1.02K","-1.40%"
"2022년 05월 23일","5.365","5.460","5.460","5.300","1.19K","-2.45%"
"2022년 05월 20일","5.500","5.262","5.500","5.262","1.43K","3.77%"
"2022년 05월 19일","5.300","5.475","5.475","5.300","0.41K","-2.03%"
"2022년 05월 18일","5.410","5.450","5.457","5.340","4.53K","1.28%"
"2022년 05월 17일","5.342","5.478","5.500","5.342","3.58K","-2.88%"
"2022년 05월 16일","5.500","5.530","5.530","5.220","2.75K","-2.65%"
"2022년 05월 13일","5.650","5.750","5.750","5.210","1.63K","8.03%"
"2022년 05월 12일","5.230","5.305","5.400","5.230","4.20K","-1.69%"
"2022년 05월 11일","5.320","5.340","5.390","5.320","0.79K","-8.28%"
"2022년 05월 10일","5.800","5.850","5.850","5.670","5.19K","-0.34%"
"2022년 05월 09일","5.820","5.820","5.820","5.782","1.12K","-1.69%"
"2022년 05월 06일","5.920","5.810","5.920","5.810","1.62K","1.89%"
"2022년 05월 05일","5.810","5.810","5.810","5.810","0.37K","0.87%"
"2022년 05월 04일","5.760","5.820","5.950","5.760","2.02K","-0.86%"
"2022년 05월 03일","5.810","5.777","5.810","5.760","1.70K","1.04%"
"2022년 05월 02일","5.750","6.000","6.000","5.750","1.19K","-0.86%"
