"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","7.100","7.220","7.440","7.000","46.20K","-0.56%"
"2022년 05월 26일","7.140","7.170","7.235","7.136","23.33K","-1.24%"
"2022년 05월 25일","7.230","7.090","7.230","6.960","19.54K","3.29%"
"2022년 05월 24일","7.000","7.000","7.030","6.925","16.66K","-1.41%"
"2022년 05월 23일","7.100","7.050","7.200","6.930","63.94K","-1.11%"
"2022년 05월 20일","7.180","7.490","7.490","7.100","28.41K","-3.49%"
"2022년 05월 19일","7.440","7.200","7.570","7.174","108.88K","2.62%"
"2022년 05월 18일","7.250","7.000","7.250","6.970","102.36K","5.07%"
"2022년 05월 17일","6.900","6.650","7.000","6.610","33.61K","3.29%"
"2022년 05월 16일","6.680","6.597","6.866","6.588","20.50K","2.93%"
"2022년 05월 13일","6.490","6.190","6.520","6.190","123.01K","3.84%"
"2022년 05월 12일","6.250","6.190","6.420","6.090","107.99K","0.00%"
"2022년 05월 11일","6.250","6.500","6.500","6.200","102.07K","-4.87%"
"2022년 05월 10일","6.570","6.350","6.570","6.300","72.80K","5.12%"
"2022년 05월 09일","6.250","6.150","6.290","6.000","100.13K","0.16%"
"2022년 05월 06일","6.240","6.320","6.400","6.120","46.56K","-2.35%"
"2022년 05월 05일","6.390","6.800","6.800","6.370","86.62K","-5.47%"
"2022년 05월 04일","6.760","6.850","7.000","6.687","81.87K","-0.29%"
"2022년 05월 03일","6.780","6.850","6.980","6.757","34.92K","-1.74%"
"2022년 05월 02일","6.900","6.984","6.990","6.750","9.85K","-2.13%"
"2022년 04월 29일","7.050","6.900","7.050","6.793","68.71K","1.44%"
