"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","2.910","2.857","2.910","2.857","17.41K","2.11%"
"2022년 05월 26일","2.850","2.882","2.890","2.850","9.57K","0.00%"
"2022년 05월 25일","2.850","2.860","2.870","2.810","9.62K","0.35%"
"2022년 05월 24일","2.840","2.855","2.855","2.830","2.20K","0.00%"
"2022년 05월 23일","2.840","2.821","2.869","2.821","5.74K","1.07%"
"2022년 05월 20일","2.810","2.810","2.880","2.800","9.40K","-1.75%"
"2022년 05월 19일","2.860","2.810","2.870","2.810","5.70K","1.78%"
"2022년 05월 18일","2.810","2.820","2.960","2.810","11.93K","-2.43%"
"2022년 05월 17일","2.880","2.890","2.900","2.830","11.30K","2.86%"
"2022년 05월 16일","2.800","2.800","2.900","2.800","10.90K","-3.11%"
"2022년 05월 13일","2.890","2.890","2.900","2.843","10.00K","1.86%"
"2022년 05월 12일","2.837","2.900","2.900","2.808","5.52K","-2.83%"
"2022년 05월 11일","2.920","2.980","3.040","2.911","13.24K","0.34%"
"2022년 05월 10일","2.910","2.890","2.960","2.880","7.43K","2.46%"
"2022년 05월 09일","2.840","2.950","3.000","2.780","33.63K","-2.41%"
"2022년 05월 06일","2.910","3.120","3.140","2.910","33.68K","-7.91%"
"2022년 05월 05일","3.160","3.170","3.240","3.120","9.52K","0.00%"
"2022년 05월 04일","3.160","3.070","3.160","3.050","6.61K","2.93%"
"2022년 05월 03일","3.070","3.088","3.090","3.030","7.35K","-0.65%"
"2022년 05월 02일","3.090","3.050","3.090","3.030","11.10K","2.32%"
"2022년 04월 29일","3.020","3.050","3.070","3.020","7.82K","-0.33%"
