"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","219.20","220.18","229.33","218.45","72.75K","1.20%"
"2022년 05월 26일","216.60","208.68","219.22","208.68","48.30K","3.21%"
"2022년 05월 25일","209.87","195.70","211.52","195.70","65.64K","6.73%"
"2022년 05월 24일","196.63","224.95","224.95","196.27","87.97K","-12.89%"
"2022년 05월 23일","225.73","229.59","229.59","224.05","42.10K","0.08%"
"2022년 05월 20일","225.55","230.93","230.93","218.50","31.28K","-0.23%"
"2022년 05월 19일","226.07","223.06","229.50","223.06","67.17K","0.10%"
"2022년 05월 18일","225.84","236.76","236.76","223.22","51.94K","-6.52%"
"2022년 05월 17일","241.59","238.99","242.34","234.51","38.91K","3.45%"
"2022년 05월 16일","233.54","234.12","236.31","228.43","37.54K","-0.32%"
"2022년 05월 13일","234.29","232.04","236.03","224.41","38.24K","2.35%"
"2022년 05월 12일","228.92","218.63","230.39","218.01","57.89K","5.06%"
"2022년 05월 11일","217.89","232.19","232.19","216.78","52.85K","-5.48%"
"2022년 05월 10일","230.53","240.89","241.62","228.74","34.24K","-3.35%"
"2022년 05월 09일","238.53","238.12","243.52","234.77","34.07K","-1.62%"
"2022년 05월 06일","242.47","243.46","247.17","236.63","37.97K","-0.94%"
"2022년 05월 05일","244.76","257.51","257.51","240.74","60.64K","-6.53%"
"2022년 05월 04일","261.87","248.70","262.54","245.49","65.67K","6.20%"
"2022년 05월 03일","246.58","241.76","247.73","240.36","43.04K","1.27%"
"2022년 05월 02일","243.48","236.10","243.53","234.33","42.82K","3.06%"
"2022년 04월 29일","236.25","236.03","242.63","234.90","46.99K","-1.17%"
