"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","5.00","4.92","5.07","4.88","44.17K","2.04%"
"2022년 05월 26일","4.90","4.79","5.04","4.75","23.81K","3.38%"
"2022년 05월 25일","4.74","4.77","4.86","4.71","22.07K","-2.17%"
"2022년 05월 24일","4.84","4.92","5.04","4.77","18.19K","-1.52%"
"2022년 05월 23일","4.92","5.00","5.00","4.82","39.84K","-1.40%"
"2022년 05월 20일","4.99","4.97","5.33","4.96","420.83K","-4.59%"
"2022년 05월 19일","5.23","5.20","5.49","5.14","109.23K","-1.69%"
"2022년 05월 18일","5.32","4.94","5.33","4.87","103.32K","8.13%"
"2022년 05월 17일","4.92","4.90","5.10","4.76","169.77K","1.23%"
"2022년 05월 16일","4.86","4.85","4.93","4.70","21.11K","1.04%"
"2022년 05월 13일","4.81","4.55","4.83","4.48","48.50K","8.58%"
"2022년 05월 12일","4.43","4.45","4.64","4.27","77.36K","-3.06%"
"2022년 05월 11일","4.57","4.54","4.69","4.41","89.52K","0.22%"
"2022년 05월 10일","4.56","4.86","4.88","4.30","82.97K","-5.20%"
"2022년 05월 09일","4.81","5.19","5.26","4.71","131.44K","-10.59%"
"2022년 05월 06일","5.38","5.38","5.49","5.01","73.01K","-0.19%"
"2022년 05월 05일","5.39","4.93","5.45","4.71","98.68K","11.13%"
"2022년 05월 04일","4.85","4.95","5.05","4.67","119.83K","-2.02%"
"2022년 05월 03일","4.95","5.33","5.33","4.43","135.31K","-1.00%"
"2022년 05월 02일","5.00","5.64","5.64","4.80","102.12K","1.21%"
"2022년 04월 29일","4.94","4.96","5.27","4.86","83.98K","1.65%"
