"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","7.810","7.950","7.970","7.790","431.64K","-1.01%"
"2022년 05월 26일","7.890","7.360","7.950","7.360","1.03M","7.93%"
"2022년 05월 25일","7.310","7.260","7.390","7.210","213.13K","0.97%"
"2022년 05월 24일","7.240","7.230","7.270","7.055","256.22K","0.07%"
"2022년 05월 23일","7.235","7.290","7.290","7.140","215.71K","1.05%"
"2022년 05월 20일","7.160","7.260","7.330","7.040","287.14K","-0.28%"
"2022년 05월 19일","7.180","7.200","7.370","7.130","251.24K","-1.24%"
"2022년 05월 18일","7.270","7.310","7.480","7.235","361.77K","-1.09%"
"2022년 05월 17일","7.350","7.290","7.395","7.270","156.39K","2.37%"
"2022년 05월 16일","7.180","7.180","7.280","7.100","211.79K","0.00%"
"2022년 05월 13일","7.180","7.050","7.206","7.050","263.04K","2.13%"
"2022년 05월 12일","7.030","6.840","7.040","6.780","238.03K","1.44%"
"2022년 05월 11일","6.930","7.070","7.105","6.800","304.42K","-1.98%"
"2022년 05월 10일","7.070","7.430","7.531","6.990","327.35K","-4.97%"
"2022년 05월 09일","7.440","7.630","7.740","7.395","412.61K","-2.75%"
"2022년 05월 06일","7.650","7.730","7.835","7.540","513.57K","-1.80%"
"2022년 05월 05일","7.790","7.380","8.240","7.250","1.15M","8.50%"
"2022년 05월 04일","7.180","7.030","7.230","6.990","387.45K","2.28%"
"2022년 05월 03일","7.020","6.820","7.040","6.790","251.12K","2.33%"
"2022년 05월 02일","6.860","6.870","6.989","6.770","383.69K","-2.00%"
"2022년 04월 29일","7.000","7.310","7.360","6.965","382.19K","-4.24%"
