"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","82.09","82.40","83.16","81.94","57.78K","0.33%"
"2022년 05월 26일","81.82","82.04","82.61","80.96","44.86K","0.52%"
"2022년 05월 25일","81.40","80.69","82.32","80.69","48.40K","0.41%"
"2022년 05월 24일","81.07","81.00","81.28","79.34","55.69K","-0.53%"
"2022년 05월 23일","81.50","81.13","82.66","80.34","43.87K","1.44%"
"2022년 05월 20일","80.34","81.34","81.34","79.42","64.10K","-0.22%"
"2022년 05월 19일","80.52","80.75","81.87","79.87","90.88K","-1.24%"
"2022년 05월 18일","81.53","82.66","83.41","81.03","66.28K","-2.39%"
"2022년 05월 17일","83.53","82.10","84.01","81.84","72.77K","3.07%"
"2022년 05월 16일","81.04","82.25","82.61","80.51","57.92K","-1.00%"
"2022년 05월 13일","81.86","80.11","82.21","79.09","116.58K","2.98%"
"2022년 05월 12일","79.49","80.03","80.99","79.00","156.49K","-1.06%"
"2022년 05월 11일","80.34","81.06","82.84","79.89","74.83K","-1.14%"
"2022년 05월 10일","81.27","81.90","82.67","79.92","68.43K","-0.36%"
"2022년 05월 09일","81.56","80.54","83.17","80.36","100.21K","0.54%"
"2022년 05월 06일","81.12","81.17","81.89","80.07","88.50K","-0.28%"
"2022년 05월 05일","81.35","82.12","82.58","79.61","95.44K","-1.49%"
"2022년 05월 04일","82.58","82.18","82.95","80.89","85.50K","0.74%"
"2022년 05월 03일","81.97","82.19","83.42","81.44","83.10K","-0.16%"
"2022년 05월 02일","82.10","83.23","85.76","80.79","81.27K","-1.63%"
"2022년 04월 29일","83.46","86.27","86.83","82.76","115.12K","-1.48%"
