"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","29.50","29.50","29.50","29.50","1.07K","0.34%"
"2022년 05월 25일","29.40","29.40","29.50","29.40","2.95K","0.00%"
"2022년 05월 24일","29.40","29.25","29.65","29.19","5.34K","0.20%"
"2022년 05월 23일","29.34","29.21","29.76","29.13","5.35K","1.07%"
"2022년 05월 20일","29.03","30.19","30.20","29.03","5.95K","-0.10%"
"2022년 05월 19일","29.06","29.02","30.12","28.75","6.48K","-3.04%"
"2022년 05월 18일","29.97","29.97","29.97","29.97","-","-0.83%"
"2022년 05월 17일","30.22","28.50","30.22","28.50","5.46K","5.08%"
"2022년 05월 16일","28.76","29.86","29.86","28.76","4.84K","-4.13%"
"2022년 05월 13일","30.00","30.24","30.35","30.00","5.35K","1.28%"
"2022년 05월 12일","29.62","30.00","30.40","28.10","5.10K","-2.41%"
"2022년 05월 10일","30.35","30.35","30.40","29.92","2.50K","2.88%"
"2022년 05월 27일","29.50","29.50","29.50","29.50","1.07K","0.34%"
"2022년 05월 25일","29.40","29.40","29.50","29.40","2.95K","0.00%"
"2022년 05월 24일","29.40","29.25","29.65","29.19","5.34K","0.20%"
"2022년 05월 23일","29.34","29.21","29.76","29.13","5.35K","1.07%"
"2022년 05월 20일","29.03","30.19","30.20","29.03","5.95K","-0.10%"
"2022년 05월 19일","29.06","29.02","30.12","28.75","6.48K","-3.04%"
"2022년 05월 18일","29.97","29.97","29.97","29.97","-","-0.83%"
"2022년 05월 17일","30.22","28.50","30.22","28.50","5.46K","5.08%"
"2022년 05월 16일","28.76","29.86","29.86","28.76","4.84K","-4.13%"
"2022년 05월 13일","30.00","30.24","30.35","30.00","5.35K","1.28%"
"2022년 05월 12일","29.62","30.00","30.40","28.10","5.10K","-2.41%"
"2022년 05월 10일","30.35","30.35","30.40","29.92","2.50K","0.13%"
"2022년 05월 09일","30.31","30.31","30.31","30.31","0.29K","-2.63%"
"2022년 05월 06일","31.13","30.65","31.15","30.65","2.92K","1.70%"
"2022년 05월 05일","30.61","30.22","30.70","30.22","1.36K","-0.46%"
"2022년 05월 04일","30.75","30.43","30.75","30.43","0.92K","0.82%"
"2022년 05월 03일","30.50","31.29","31.29","30.50","1.64K","-0.97%"
"2022년 05월 02일","30.80","30.83","30.83","30.69","1.99K","0.85%"
