"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","24.67","24.69","24.73","24.46","324.58K","0.86%"
"2022년 05월 26일","24.46","24.75","24.92","24.46","303.08K","-1.09%"
"2022년 05월 25일","24.73","24.36","24.76","24.28","76.83K","1.52%"
"2022년 05월 24일","24.36","24.30","24.41","24.21","107.76K","-0.33%"
"2022년 05월 23일","24.44","24.25","24.49","24.20","69.30K","0.53%"
"2022년 05월 20일","24.31","24.25","24.38","24.03","105.75K","1.08%"
"2022년 05월 19일","24.05","23.89","24.24","23.89","128.38K","0.29%"
"2022년 05월 18일","23.98","24.08","24.25","23.96","171.67K","-1.03%"
"2022년 05월 17일","24.23","24.10","24.30","24.03","219.76K","0.58%"
"2022년 05월 16일","24.09","24.29","24.32","23.83","306.62K","0.08%"
"2022년 05월 13일","24.07","24.09","24.39","24.01","401.80K","0.50%"
"2022년 05월 12일","23.95","24.39","24.47","23.85","203.82K","-2.09%"
"2022년 05월 11일","24.46","24.65","24.65","24.20","368.83K","-0.77%"
"2022년 05월 10일","24.65","24.69","24.72","24.47","997.62K","0.78%"
"2022년 05월 09일","24.46","24.52","24.62","24.45","2.34M","42.46%"
"2022년 05월 06일","17.17","17.18","17.23","16.85","6.77K","2.14%"
"2022년 05월 05일","16.81","17.76","17.90","16.45","28.26K","-5.08%"
"2022년 05월 04일","17.71","17.31","17.86","17.20","3.41K","2.43%"
"2022년 05월 03일","17.29","16.58","17.42","16.58","1.65K","1.53%"
"2022년 05월 02일","17.03","16.19","17.03","16.19","9.99K","5.78%"
"2022년 04월 29일","16.10","15.97","16.51","15.96","2.95K","0.69%"
