"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","1.9600","2.0300","2.0680","1.9300","204.06K","-1.51%"
"2022년 05월 26일","1.9900","1.9200","2.0350","1.9200","121.44K","3.11%"
"2022년 05월 25일","1.9300","1.9100","2.0900","1.9100","113.87K","-1.53%"
"2022년 05월 24일","1.9600","2.0900","2.1099","1.9322","109.74K","-2.00%"
"2022년 05월 23일","2.0000","2.0400","2.0500","1.9100","122.49K","-0.50%"
"2022년 05월 20일","2.0100","2.0800","2.1600","1.9700","316.57K","0.00%"
"2022년 05월 19일","2.0100","2.0357","2.1000","2.0100","129.73K","-0.99%"
"2022년 05월 18일","2.0300","2.0922","2.2405","2.0100","286.32K","-0.98%"
"2022년 05월 17일","2.0500","1.8000","2.1000","1.8000","424.98K","17.14%"
"2022년 05월 16일","1.7500","1.9100","1.9600","1.7500","209.83K","-3.85%"
"2022년 05월 13일","1.8200","1.6900","1.8800","1.6800","194.04K","9.64%"
"2022년 05월 12일","1.6600","1.5500","1.7525","1.5100","191.20K","1.84%"
"2022년 05월 11일","1.6300","1.8000","1.8000","1.5800","336.41K","-8.43%"
"2022년 05월 10일","1.7800","1.9100","1.9700","1.6700","570.24K","-4.81%"
"2022년 05월 09일","1.8700","2.1200","2.1200","1.8500","355.84K","-9.66%"
"2022년 05월 06일","2.0700","2.3100","2.3100","2.0500","431.28K","-7.17%"
"2022년 05월 05일","2.2300","2.5200","2.5200","2.1800","462.23K","-12.55%"
"2022년 05월 04일","2.5500","2.6000","2.6000","2.3500","629.47K","4.51%"
"2022년 05월 03일","2.4400","2.3400","2.6000","2.2700","1.02M","2.09%"
"2022년 05월 02일","2.3900","2.2700","2.4150","2.2601","369.32K","6.22%"
"2022년 04월 29일","2.2500","2.5200","2.5900","2.2200","723.11K","-11.07%"
