"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","5.36","5.36","5.55","5.34","91.55K","1.71%"
"2022년 05월 26일","5.27","5.23","5.35","5.23","55.28K","0.76%"
"2022년 05월 25일","5.23","5.30","5.32","5.20","88.36K","-1.32%"
"2022년 05월 24일","5.30","5.27","5.39","5.21","103.53K","-1.12%"
"2022년 05월 23일","5.36","5.53","5.57","5.34","142.34K","-3.94%"
"2022년 05월 20일","5.58","5.97","5.97","5.54","92.30K","-4.62%"
"2022년 05월 19일","5.85","5.62","5.97","5.61","298.75K","3.17%"
"2022년 05월 18일","5.67","4.88","5.68","4.87","450.85K","11.18%"
"2022년 05월 17일","5.10","4.80","5.10","4.60","931.48K","-4.32%"
"2022년 05월 16일","5.33","5.23","5.37","5.13","252.53K","1.14%"
"2022년 05월 13일","5.27","5.17","5.34","5.08","285.04K","3.33%"
"2022년 05월 12일","5.10","4.74","5.24","4.74","285.42K","6.47%"
"2022년 05월 11일","4.79","4.85","5.04","4.70","259.27K","-3.43%"
"2022년 05월 10일","4.96","5.14","5.18","4.86","228.28K","-0.80%"
"2022년 05월 09일","5.00","5.36","5.43","4.95","210.09K","-9.91%"
"2022년 05월 06일","5.55","5.75","5.84","5.42","270.71K","-4.15%"
"2022년 05월 05일","5.79","6.01","6.01","5.70","143.87K","-4.93%"
"2022년 05월 04일","6.09","5.96","6.09","5.74","71.67K","2.18%"
"2022년 05월 03일","5.96","5.82","6.04","5.80","110.26K","1.88%"
"2022년 05월 02일","5.85","5.65","5.88","5.62","125.16K","2.81%"
"2022년 04월 29일","5.69","5.80","5.99","5.68","124.95K","-4.53%"
