"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","40.84","39.61","41.02","39.40","51.57K","4.16%"
"2022년 05월 26일","39.21","38.25","39.33","37.51","75.82K","3.02%"
"2022년 05월 25일","38.06","37.75","38.47","37.22","77.41K","0.45%"
"2022년 05월 24일","37.89","38.64","38.69","36.74","106.03K","-2.22%"
"2022년 05월 23일","38.75","41.92","41.92","38.49","106.99K","-6.60%"
"2022년 05월 20일","41.49","41.96","42.34","39.72","86.42K","0.48%"
"2022년 05월 19일","41.29","39.22","42.33","38.95","161.38K","4.27%"
"2022년 05월 18일","39.60","40.00","42.78","38.62","442.49K","10.18%"
"2022년 05월 17일","35.94","36.98","37.68","35.40","79.46K","-0.28%"
"2022년 05월 16일","36.04","35.65","37.33","35.26","89.67K","-0.06%"
"2022년 05월 13일","36.06","34.55","36.48","33.97","72.13K","5.19%"
"2022년 05월 12일","34.28","32.23","34.28","31.51","84.46K","5.77%"
"2022년 05월 11일","32.41","33.56","34.04","31.49","81.70K","-3.43%"
"2022년 05월 10일","33.56","34.12","34.23","32.37","60.51K","0.21%"
"2022년 05월 09일","33.49","34.32","34.82","33.12","79.92K","-3.24%"
"2022년 05월 06일","34.61","36.34","36.34","34.04","65.41K","-5.13%"
"2022년 05월 05일","36.48","37.20","37.20","35.23","77.70K","-3.57%"
"2022년 05월 04일","37.83","37.72","37.99","36.12","41.70K","0.93%"
"2022년 05월 03일","37.48","37.61","37.68","36.80","96.25K","-0.56%"
"2022년 05월 02일","37.69","36.66","38.26","36.26","74.61K","2.39%"
"2022년 04월 29일","36.81","36.71","37.25","36.19","139.71K","-0.38%"
