"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","4.56","4.61","4.61","4.41","17.52K","1.33%"
"2022년 05월 26일","4.50","4.41","4.74","4.41","7.83K","0.45%"
"2022년 05월 25일","4.48","4.52","4.78","4.46","10.91K","0.00%"
"2022년 05월 24일","4.48","4.62","4.62","4.48","2.20K","-0.44%"
"2022년 05월 23일","4.50","4.51","4.60","4.42","12.85K","-0.22%"
"2022년 05월 20일","4.51","4.49","4.59","4.41","18.40K","1.35%"
"2022년 05월 19일","4.45","4.47","4.58","4.45","10.01K","-1.11%"
"2022년 05월 18일","4.50","4.41","4.58","4.40","11.59K","0.90%"
"2022년 05월 17일","4.46","4.62","4.78","4.46","39.24K","-4.90%"
"2022년 05월 16일","4.69","4.83","4.85","4.49","49.55K","-2.90%"
"2022년 05월 13일","4.83","4.68","5.35","4.68","82.45K","2.77%"
"2022년 05월 12일","4.70","5.01","5.35","4.30","84.63K","-8.02%"
"2022년 05월 11일","5.11","5.30","5.66","5.02","32.76K","-3.58%"
"2022년 05월 10일","5.30","5.54","5.69","5.25","13.71K","-8.62%"
"2022년 05월 09일","5.80","6.00","6.00","5.54","37.70K","-2.52%"
"2022년 05월 06일","5.95","6.28","6.28","5.82","43.47K","-5.85%"
"2022년 05월 05일","6.32","6.08","6.77","6.05","30.99K","1.28%"
"2022년 05월 04일","6.24","6.25","6.25","6.05","4.61K","2.63%"
"2022년 05월 03일","6.08","5.86","6.30","5.86","14.65K","3.93%"
"2022년 05월 02일","5.85","6.04","6.23","5.85","20.52K","-3.15%"
"2022년 04월 29일","6.04","5.99","6.39","5.99","8.24K","0.33%"
