"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","4.530","4.520","4.540","4.520","184.13K","0.22%"
"2022년 05월 26일","4.520","4.530","4.530","4.510","330.66K","-0.22%"
"2022년 05월 25일","4.530","4.530","4.530","4.515","571.35K","0.00%"
"2022년 05월 24일","4.530","4.510","4.540","4.500","224.31K","0.22%"
"2022년 05월 23일","4.520","4.500","4.520","4.500","162.83K","0.00%"
"2022년 05월 20일","4.520","4.510","4.520","4.500","235.64K","0.22%"
"2022년 05월 19일","4.510","4.500","4.510","4.490","165.69K","0.22%"
"2022년 05월 18일","4.500","4.510","4.520","4.480","206.93K","-0.22%"
"2022년 05월 17일","4.510","4.510","4.530","4.480","325.93K","-0.22%"
"2022년 05월 16일","4.520","4.510","4.535","4.510","225.54K","0.44%"
"2022년 05월 13일","4.500","4.510","4.510","4.490","243.15K","-0.22%"
"2022년 05월 12일","4.510","4.490","4.510","4.460","210.23K","0.45%"
"2022년 05월 11일","4.490","4.500","4.500","4.470","145.21K","-0.44%"
"2022년 05월 10일","4.510","4.510","4.520","4.500","673.12K","-0.22%"
"2022년 05월 09일","4.520","4.520","4.540","4.510","640.45K","-0.22%"
"2022년 05월 06일","4.530","4.520","4.540","4.520","197.09K","0.00%"
"2022년 05월 05일","4.530","4.550","4.560","4.500","254.45K","-0.66%"
"2022년 05월 04일","4.560","4.550","4.570","4.550","970.03K","0.11%"
"2022년 05월 03일","4.555","4.550","4.560","4.540","129.82K","0.11%"
"2022년 05월 02일","4.550","4.550","4.565","4.545","685.91K","-0.22%"
"2022년 04월 29일","4.560","4.560","4.580","4.550","792.71K","-0.11%"
