"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","38.07","36.87","38.14","36.86","1.15M","3.37%"
"2022년 05월 26일","36.83","35.99","36.86","35.63","930.61K","3.60%"
"2022년 05월 25일","35.55","34.40","35.98","34.37","719.82K","2.63%"
"2022년 05월 24일","34.64","34.45","34.71","33.74","499.43K","0.41%"
"2022년 05월 23일","34.50","34.34","35.03","33.99","565.77K","2.65%"
"2022년 05월 20일","33.61","33.62","34.09","32.94","389.81K","0.51%"
"2022년 05월 19일","33.44","33.51","33.94","33.28","583.34K","-1.65%"
"2022년 05월 18일","34.00","34.55","34.84","33.87","495.50K","-2.49%"
"2022년 05월 17일","34.87","34.49","34.97","34.22","453.42K","2.92%"
"2022년 05월 16일","33.88","34.24","34.35","33.43","505.03K","-0.99%"
"2022년 05월 13일","34.22","34.22","34.46","33.88","553.62K","0.53%"
"2022년 05월 12일","34.04","33.41","34.11","33.10","463.61K","1.46%"
"2022년 05월 11일","33.55","33.87","34.43","33.43","568.23K","-0.92%"
"2022년 05월 10일","33.86","34.99","35.27","33.22","657.49K","-2.56%"
"2022년 05월 09일","34.75","34.42","35.14","34.05","840.37K","0.06%"
"2022년 05월 06일","34.73","34.53","34.75","33.82","1.03M","0.55%"
"2022년 05월 05일","34.54","35.34","35.34","34.26","554.16K","-3.60%"
"2022년 05월 04일","35.83","35.39","35.96","34.80","575.23K","1.07%"
"2022년 05월 03일","35.45","34.75","35.59","34.26","1.45M","4.08%"
"2022년 05월 02일","34.06","33.07","34.11","32.97","1.27M","4.74%"
"2022년 04월 29일","32.52","32.52","34.30","32.40","1.15M","-1.51%"
