"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","16.30","16.05","16.38","16.05","22.25K","1.62%"
"2022년 05월 26일","16.04","15.77","16.37","15.72","33.54K","2.36%"
"2022년 05월 25일","15.67","15.54","16.03","15.50","27.23K","0.84%"
"2022년 05월 24일","15.54","15.63","15.77","15.32","32.69K","-2.20%"
"2022년 05월 23일","15.89","15.86","16.35","15.53","15.41K","0.19%"
"2022년 05월 20일","15.86","16.51","16.51","15.45","54.98K","-3.88%"
"2022년 05월 19일","16.50","16.32","16.51","16.15","27.34K","0.43%"
"2022년 05월 18일","16.43","16.70","16.80","16.26","14.96K","-2.95%"
"2022년 05월 17일","16.93","16.83","17.05","16.62","22.94K","2.42%"
"2022년 05월 16일","16.53","16.62","16.73","16.31","30.28K","0.18%"
"2022년 05월 13일","16.50","16.56","16.64","16.22","22.84K","0.18%"
"2022년 05월 12일","16.47","16.77","16.82","16.13","36.03K","-1.96%"
"2022년 05월 11일","16.80","16.43","16.96","16.43","49.61K","2.25%"
"2022년 05월 10일","16.43","17.41","17.47","16.18","51.56K","-3.81%"
"2022년 05월 09일","17.08","16.99","17.40","16.82","69.86K","-2.01%"
"2022년 05월 06일","17.43","16.99","17.46","16.75","117.99K","1.46%"
"2022년 05월 05일","17.18","17.95","17.95","16.77","189.10K","-4.13%"
"2022년 05월 04일","17.92","16.93","17.99","16.80","84.36K","6.22%"
"2022년 05월 03일","16.87","16.78","16.92","16.52","35.22K","1.26%"
"2022년 05월 02일","16.66","16.17","16.76","16.02","162.63K","2.15%"
"2022년 04월 29일","16.31","17.59","17.65","16.31","51.94K","-8.11%"
