"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","2.530","2.470","2.580","2.408","25.59K","3.69%"
"2022년 05월 26일","2.440","2.320","2.460","2.300","13.64K","3.83%"
"2022년 05월 25일","2.350","2.390","2.400","2.330","12.38K","-1.26%"
"2022년 05월 24일","2.380","2.490","2.490","2.310","18.78K","-6.67%"
"2022년 05월 23일","2.550","2.330","2.550","2.330","27.06K","8.51%"
"2022년 05월 20일","2.350","2.370","2.526","2.300","15.94K","-2.89%"
"2022년 05월 19일","2.420","2.520","2.576","2.388","29.13K","-3.97%"
"2022년 05월 18일","2.520","2.500","2.600","2.424","203.39K","5.00%"
"2022년 05월 17일","2.400","2.400","2.480","2.210","81.31K","-2.44%"
"2022년 05월 16일","2.460","2.350","2.560","2.290","482.46K","7.89%"
"2022년 05월 13일","2.280","2.300","2.383","2.184","24.73K","1.33%"
"2022년 05월 12일","2.250","2.300","2.353","2.130","39.13K","-4.26%"
"2022년 05월 11일","2.350","2.480","2.480","2.320","87.11K","-3.29%"
"2022년 05월 10일","2.430","2.460","2.480","2.330","20.19K","-2.41%"
"2022년 05월 09일","2.490","2.630","2.660","2.430","34.43K","-3.49%"
"2022년 05월 06일","2.580","2.600","2.695","2.510","15.50K","-0.77%"
"2022년 05월 05일","2.600","2.700","2.790","2.580","32.53K","-2.62%"
"2022년 05월 04일","2.670","2.860","2.860","2.462","156.26K","-6.64%"
"2022년 05월 03일","2.860","2.820","2.920","2.790","77.99K","0.70%"
"2022년 05월 02일","2.840","2.793","2.870","2.658","68.92K","0.71%"
"2022년 04월 29일","2.820","2.780","2.980","2.760","60.20K","-1.40%"
