"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","66.04","65.01","66.06","64.64","916.06K","2.64%"
"2022년 05월 26일","64.34","63.27","64.79","62.82","1.27M","2.78%"
"2022년 05월 25일","62.60","62.96","63.58","61.71","1.76M","-1.26%"
"2022년 05월 24일","63.40","63.89","64.09","62.04","1.14M","-1.28%"
"2022년 05월 23일","64.22","63.56","64.52","62.56","1.30M","2.77%"
"2022년 05월 20일","62.49","63.41","63.60","60.71","1.58M","-0.43%"
"2022년 05월 19일","62.76","62.84","63.94","62.28","1.32M","-1.40%"
"2022년 05월 18일","63.65","64.93","65.41","63.27","1.36M","-3.08%"
"2022년 05월 17일","65.67","64.39","65.74","64.23","975.53K","4.09%"
"2022년 05월 16일","63.09","63.12","63.90","62.54","1.12M","-0.43%"
"2022년 05월 13일","63.36","62.78","64.10","62.42","1.42M","2.28%"
"2022년 05월 12일","61.95","61.81","62.97","60.36","2.18M","-0.48%"
"2022년 05월 11일","62.25","64.33","65.68","62.12","1.34M","-3.08%"
"2022년 05월 10일","64.23","65.12","65.61","63.24","1.41M","-0.08%"
"2022년 05월 09일","64.28","67.31","67.63","63.92","1.81M","-6.22%"
"2022년 05월 06일","68.54","69.23","69.65","67.65","941.94K","-1.69%"
"2022년 05월 05일","69.72","71.43","71.85","68.94","972.69K","-3.46%"
"2022년 05월 04일","72.22","70.00","72.30","69.65","1.13M","3.66%"
"2022년 05월 03일","69.67","70.49","71.65","69.32","1.55M","-0.57%"
"2022년 05월 02일","70.07","69.32","70.74","68.59","1.50M","1.18%"
