"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","46.06","44.99","46.08","44.82","279.84K","2.33%"
"2022년 05월 26일","45.01","44.35","45.18","44.35","181.41K","1.99%"
"2022년 05월 25일","44.13","43.71","44.57","43.51","246.65K","1.22%"
"2022년 05월 24일","43.60","43.53","43.85","42.30","275.78K","-0.02%"
"2022년 05월 23일","43.61","43.70","44.21","43.06","384.31K","1.40%"
"2022년 05월 20일","43.01","42.69","43.09","41.74","456.52K","1.46%"
"2022년 05월 19일","42.39","42.17","43.10","42.16","589.01K","-1.10%"
"2022년 05월 18일","42.86","43.54","43.92","42.50","556.90K","-3.32%"
"2022년 05월 17일","44.33","43.34","44.41","43.21","358.37K","4.43%"
"2022년 05월 16일","42.45","42.45","42.97","41.89","400.21K","-0.77%"
"2022년 05월 13일","42.78","43.04","43.35","42.34","398.34K","0.66%"
"2022년 05월 12일","42.50","41.53","42.57","41.25","555.38K","1.94%"
"2022년 05월 11일","41.69","42.20","43.04","41.54","295.26K","-1.11%"
"2022년 05월 10일","42.16","43.16","43.62","41.38","393.32K","-1.70%"
"2022년 05월 09일","42.89","42.40","43.62","42.35","351.74K","0.02%"
"2022년 05월 06일","42.88","43.36","43.61","42.13","476.25K","-1.29%"
"2022년 05월 05일","43.44","43.99","44.11","42.67","282.46K","-2.49%"
"2022년 05월 04일","44.55","43.28","44.72","42.89","363.07K","3.24%"
"2022년 05월 03일","43.15","43.00","43.60","42.59","343.98K","0.37%"
"2022년 05월 02일","42.99","42.07","43.10","41.42","549.84K","3.09%"
"2022년 04월 29일","41.70","42.31","42.83","41.50","558.68K","-1.47%"
