"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","15.50","16.53","16.53","15.32","38.59M","-7.46%"
"2022년 05월 23일","16.75","16.43","16.86","16.14","24.47M","3.01%"
"2022년 05월 20일","16.26","17.06","17.16","15.83","34.09M","-2.93%"
"2022년 05월 19일","16.75","16.63","17.14","16.57","28.30M","-0.83%"
"2022년 05월 18일","16.89","17.45","17.83","16.78","29.34M","-5.22%"
"2022년 05월 17일","17.82","17.16","17.83","17.07","28.79M","7.67%"
"2022년 05월 16일","16.55","16.50","17.03","16.42","24.97M","-0.18%"
"2022년 05월 13일","16.58","15.84","16.65","15.82","31.65M","7.04%"
"2022년 05월 12일","15.49","15.71","16.13","15.09","39.66M","-3.01%"
"2022년 05월 11일","15.97","16.55","17.08","15.90","34.75M","-3.62%"
"2022년 05월 10일","16.57","16.81","16.89","16.18","35.60M","1.53%"
"2022년 05월 09일","16.32","17.36","17.58","16.21","37.94M","-8.52%"
"2022년 05월 06일","17.84","18.45","18.47","17.61","34.36M","-3.78%"
"2022년 05월 05일","18.54","19.25","19.51","18.38","32.05M","-5.50%"
"2022년 05월 04일","19.62","18.83","19.64","18.75","30.76M","2.56%"
"2022년 05월 03일","19.13","18.68","19.34","18.34","28.93M","3.07%"
"2022년 05월 02일","18.56","18.70","18.93","18.04","32.44M","-1.12%"
"2022년 04월 29일","18.77","19.15","19.51","18.72","24.04M","-3.40%"
"2022년 04월 28일","19.43","19.13","19.56","18.64","27.60M","2.42%"
"2022년 04월 27일","18.97","18.67","19.18","18.47","30.91M","1.07%"
"2022년 04월 26일","18.77","19.81","19.96","18.76","33.19M","-6.06%"
"2022년 04월 25일","19.98","19.98","20.15","19.48","36.80M","-0.99%"
