"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","11.05","10.19","11.19","10.13","1.28M","9.41%"
"2022년 05월 26일","10.10","10.04","10.54","9.95","1.26M","1.41%"
"2022년 05월 25일","9.96","9.79","9.98","9.62","828.19K","1.12%"
"2022년 05월 24일","9.85","10.30","10.32","9.73","904.21K","-6.28%"
"2022년 05월 23일","10.51","10.56","10.69","10.01","1.16M","0.19%"
"2022년 05월 20일","10.49","10.80","10.84","9.88","652.24K","0.19%"
"2022년 05월 19일","10.47","10.23","10.79","10.08","717.64K","2.95%"
"2022년 05월 18일","10.17","10.47","10.87","9.96","559.02K","-5.40%"
"2022년 05월 17일","10.75","10.57","10.84","10.32","844.34K","5.60%"
"2022년 05월 16일","10.18","10.80","10.97","10.18","800.59K","-7.20%"
"2022년 05월 13일","10.97","10.82","11.36","10.53","1.14M","3.78%"
"2022년 05월 12일","10.57","9.50","10.85","9.47","1.38M","8.97%"
"2022년 05월 11일","9.70","10.38","10.60","9.61","922.02K","-8.49%"
"2022년 05월 10일","10.60","10.37","10.82","9.73","1.29M","6.85%"
"2022년 05월 09일","9.92","11.25","11.25","9.69","1.89M","-14.78%"
"2022년 05월 06일","11.64","11.69","11.90","11.00","1.28M","-0.94%"
"2022년 05월 05일","11.75","12.65","12.91","11.62","1.00M","-8.35%"
"2022년 05월 04일","12.82","12.68","12.95","11.81","859.97K","1.18%"
"2022년 05월 03일","12.67","12.66","13.02","12.48","658.50K","-0.16%"
"2022년 05월 02일","12.69","12.06","12.75","12.04","797.07K","5.49%"
"2022년 04월 29일","12.03","12.16","12.95","11.90","1.07M","-1.39%"
