"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","13.11","13.18","13.19","12.99","506.06K","-0.68%"
"2022년 05월 26일","13.20","13.15","13.24","13.11","750.32K","0.99%"
"2022년 05월 25일","13.07","13.15","13.20","12.88","703.58K","-1.58%"
"2022년 05월 24일","13.28","13.12","13.34","13.09","580.75K","1.14%"
"2022년 05월 23일","13.13","13.08","13.20","13.01","764.80K","0.46%"
"2022년 05월 20일","13.07","13.01","13.14","12.80","578.66K","-0.08%"
"2022년 05월 19일","13.08","12.90","13.24","12.88","574.88K","0.93%"
"2022년 05월 18일","12.96","12.83","13.13","12.77","1.23M","0.31%"
"2022년 05월 17일","12.92","12.95","13.08","12.85","612.02K","-1.67%"
"2022년 05월 16일","13.14","12.89","13.15","12.84","593.89K","1.39%"
"2022년 05월 13일","12.96","12.69","13.00","12.61","663.25K","3.51%"
"2022년 05월 12일","12.52","12.42","12.64","12.32","912.37K","-0.24%"
"2022년 05월 11일","12.55","12.26","12.73","12.16","1.52M","4.93%"
"2022년 05월 10일","11.96","11.93","12.28","11.92","1.16M","1.10%"
"2022년 05월 09일","11.83","11.88","12.12","11.60","2.01M","-5.81%"
"2022년 05월 06일","12.56","11.92","12.66","11.92","1.18M","11.25%"
"2022년 05월 05일","11.29","11.45","11.52","11.21","610.96K","-0.88%"
"2022년 05월 04일","11.39","11.17","11.44","11.06","536.34K","2.15%"
"2022년 05월 03일","11.15","10.97","11.23","10.97","807.52K","3.34%"
"2022년 05월 02일","10.79","10.94","11.17","10.62","703.93K","0.56%"
"2022년 04월 29일","10.73","10.96","11.11","10.73","598.50K","-3.16%"
