항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"3,524.1","5,347.2","6,989.4","6,804.5","7,508.3",10.3
*내수,,,"6,989.4","6,804.5",,
*수출,,,,,,
매출원가,"2,850.3","4,294.7","5,604.8","6,177.6","6,237.1",1.0
매출총이익,673.8,"1,052.6","1,384.7",626.9,"1,271.2",102.8
판매비와관리비,476.3,919.8,"1,169.5","1,106.1","1,067.2",-3.5
영업이익,197.5,132.8,215.1,-479.2,204.0,142.6
*기타영업손익,,,,,,
영업이익(발표기준),197.5,132.8,215.1,-479.2,204.0,142.6
*[구K-IFRS]영업이익,,,,,,
금융수익,11.9,17.6,15.1,13.7,9.2,-33.3
금융원가,34.2,36.2,46.0,57.3,64.4,12.5
기타영업외손익,1.0,110.1,29.8,-163.4,22.7,113.9
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,176.1,224.3,214.1,-686.1,171.5,125.0
법인세비용,82.5,36.6,70.8,103.1,73.6,-28.6
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,93.6,187.7,143.3,-789.2,97.9,112.4
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,93.6,187.7,143.3,-789.2,97.9,112.4
기타포괄이익,8.0,7.6,-14.8,19.7,67.0,241.1
총포괄이익,101.7,195.3,128.5,-769.5,165.0,121.4
*주당계속사업이익,232,579,369,"-1,672",122,107
*주당순이익,232,579,369,"-1,672",122,107
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,232,579,369,"-1,672",122,107
*(지배주주지분)주당순이익,232,579,369,"-1,672",122,107
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
