항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"4,507.4","5,311.1","7,206.4","8,581.2","9,259.8",7.9
*내수,,,"5,294.7",,,
*수출,,,"1,911.8",,,
매출원가,"2,837.3","3,281.8","3,919.7","4,442.2","4,845.7",9.1
매출총이익,"1,670.0","2,029.3","3,286.7","4,139.0","4,414.1",6.7
판매비와관리비,"1,235.1","1,492.2","2,425.1","3,246.3","4,070.0",25.4
영업이익,435.0,537.2,861.6,892.6,344.1,-61.5
*기타영업손익,,,,,,
영업이익(발표기준),435.0,537.2,861.6,892.6,344.1,-61.5
*[구K-IFRS]영업이익,,,,,,
금융수익,29.3,110.6,85.5,211.1,87.8,-58.4
금융원가,48.6,42.5,87.4,117.6,135.6,15.3
기타영업외손익,284.7,27.8,27.0,-2.4,10.1,524.9
"종속기업,공동지배기업및관계기업관련손익",92.1,40.9,94.5,456.3,-27.4,-106.0
법인세비용차감전계속사업이익,792.4,673.9,981.1,"1,439.9",279.0,-80.6
법인세비용,118.2,145.8,187.8,303.7,20.8,-93.2
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,674.2,528.1,793.3,"1,136.2",258.2,-77.3
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,674.2,528.1,793.3,"1,136.2",258.2,-77.3
기타포괄이익,12.8,17.7,-10.2,4.5,-38.5,-957.5
총포괄이익,687.0,545.8,783.1,"1,140.7",219.7,-80.7
*주당계속사업이익,"9,766","5,481","8,988","15,711","3,212",-80
*주당순이익,"9,766","5,481","8,988","15,711","3,212",-80
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"9,766","5,481","8,988","15,711","3,212",-80
*(지배주주지분)주당순이익,"9,766","5,481","8,988","15,711","3,212",-80
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
