항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),824.5,821.9,810.7,731.6,797.5,9.0
*내수,653.7,665.2,669.9,607.3,,
*수출,170.8,156.7,140.8,124.4,,
매출원가,656.7,663.7,638.3,599.1,623.6,4.1
매출총이익,167.8,158.2,172.4,132.6,173.9,31.2
판매비와관리비,104.9,104.0,103.1,96.8,107.8,11.5
영업이익,63.0,54.2,69.3,35.8,66.0,84.5
*기타영업손익,,,,,,
영업이익(발표기준),63.0,54.2,69.3,35.8,66.0,84.5
*[구K-IFRS]영업이익,,,,,,
금융수익,8.4,12.3,15.5,19.4,11.6,-40.1
금융원가,15.4,14.8,8.0,19.6,9.6,-51.0
기타영업외손익,-3.9,14.0,4.1,6.9,8.5,23.5
"종속기업,공동지배기업및관계기업관련손익",0.6,0.9,2.1,1.6,3.2,105.0
법인세비용차감전계속사업이익,52.6,66.6,83.0,44.1,79.8,81.0
법인세비용,12.5,14.7,18.9,11.3,18.8,65.7
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,40.2,51.9,64.1,32.7,61.0,86.4
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,40.2,51.9,64.1,32.7,61.0,86.4
기타포괄이익,-4.7,4.8,-2.1,3.1,35.0,"1,018.9"
총포괄이익,35.5,56.7,62.0,35.8,95.9,167.7
*주당계속사업이익,534,696,853,435,813,87
*주당순이익,534,696,853,435,813,87
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,534,696,853,435,813,87
*(지배주주지분)주당순이익,534,696,853,435,813,87
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
