항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"3,863.2","4,148.9","4,544.7","4,313.3","4,869.0",12.9
*내수,"3,427.6","3,652.0","3,886.4","3,618.9",,
*수출,435.6,496.9,658.3,694.4,,
매출원가,"3,312.2","3,590.9","3,905.4","3,687.6","4,111.0",11.5
매출총이익,550.9,558.0,639.3,625.7,758.0,21.1
판매비와관리비,384.1,408.8,440.8,418.8,475.3,13.5
영업이익,166.9,149.2,198.4,206.9,282.7,36.6
*기타영업손익,,,,,,
영업이익(발표기준),166.9,149.2,198.4,206.9,282.7,36.6
*[구K-IFRS]영업이익,,,,,,
금융수익,25.4,20.6,12.2,34.4,60.8,76.7
금융원가,22.3,18.7,22.1,32.6,27.5,-15.6
기타영업외손익,8.3,-9.2,-2.8,-0.2,6.2,"3,947.7"
"종속기업,공동지배기업및관계기업관련손익",8.1,13.8,2.2,17.2,14.8,-14.3
법인세비용차감전계속사업이익,186.5,155.6,187.9,225.9,337.0,49.2
법인세비용,68.8,37.1,44.2,37.2,75.2,102.2
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,117.7,118.5,143.7,188.6,261.8,38.8
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,117.7,118.5,143.7,188.6,261.8,38.8
기타포괄이익,-25.8,24.0,118.8,-34.5,58.6,269.9
총포괄이익,91.9,142.5,262.5,154.1,320.5,107.9
*주당계속사업이익,280,282,343,449,624,39
*주당순이익,280,282,343,449,624,39
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,280,282,343,449,624,39
*(지배주주지분)주당순이익,280,282,343,449,624,39
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
