항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"1,120.3",981.8,601.3,252.6,352.2,39.4
*내수,,,,,,
*수출,,,,,,
매출원가,930.6,799.5,416.3,166.1,266.4,60.4
매출총이익,189.7,182.3,185.0,86.5,85.7,-0.9
판매비와관리비,144.2,126.7,109.0,98.1,132.9,35.5
영업이익,45.4,55.6,75.9,-11.7,-47.2,-305.1
*기타영업손익,,,,,,
영업이익(발표기준),45.4,55.6,75.9,-11.7,-47.2,-305.1
*[구K-IFRS]영업이익,,,,,,
금융수익,19.6,14.1,22.6,72.5,75.2,3.7
금융원가,6.5,14.9,13.7,93.0,121.8,31.0
기타영업외손익,-7.7,-6.8,-38.6,-128.9,-216.2,-67.8
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,50.8,48.0,46.2,-161.0,-310.0,-92.6
법인세비용,6.6,23.3,27.0,-8.9,7.9,189.1
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,44.2,24.8,19.2,-152.1,-317.9,-109.1
중단사업이익,,-9.3,-37.3,-71.2,35.5,149.8
*중단사업법인세효과,,,,,,
당기순이익,44.2,15.4,-18.1,-223.3,-282.4,-26.5
기타포괄이익,-14.5,5.4,5.2,-7.0,8.5,222.0
총포괄이익,29.7,20.8,-12.9,-230.2,-273.9,-19.0
*주당계속사업이익,43,-20,-18,-256,-421,-64
*주당순이익,43,-48,-131,-404,-332,18
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,43,-20,-18,-256,-421,-64
*(지배주주지분)주당순이익,43,-48,-131,-404,-332,18
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
