항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),460.7,413.3,359.3,378.8,493.4,30.3
*내수,,,140.1,150.6,,
*수출,,,219.2,228.2,,
매출원가,400.1,354.6,319.3,331.7,400.3,20.7
매출총이익,60.6,58.7,40.0,47.2,93.2,97.5
판매비와관리비,65.2,50.3,55.6,53.5,58.7,9.8
영업이익,-4.6,8.4,-15.5,-6.3,34.4,642.3
*기타영업손익,,,,,,
영업이익(발표기준),-4.6,8.4,-15.5,-6.3,34.4,642.3
*[구K-IFRS]영업이익,,,,,,
금융수익,0.5,1.3,0.7,0.6,3.1,402.4
금융원가,2.1,2.6,4.2,3.3,5.2,55.8
기타영업외손익,-5.8,-4.8,1.2,-0.6,2.5,486.4
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,-12.0,2.2,-17.8,-9.7,34.8,459.6
법인세비용,14.7,0.3,0.7,-0.1,5.1,"4,293.6"
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-26.6,1.9,-18.5,-9.6,29.7,410.8
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,-26.6,1.9,-18.5,-9.6,29.7,410.8
기타포괄이익,-0.8,-1.3,-1.0,0.8,12.6,"1,422.8"
총포괄이익,-27.5,0.6,-19.5,-8.7,42.3,584.3
*주당계속사업이익,-174,11,-102,-53,160,402
*주당순이익,-174,11,-102,-53,160,402
*희석주당계속사업이익,,,-98,,152,
*희석주당순이익,,,-98,,152,
*(지배주주지분)주당계속사업이익,-174,11,-102,-53,160,402
*(지배주주지분)주당순이익,-174,11,-102,-53,160,402
*(지배주주지분)희석주당계속사업이익,,,-98,,152,
*(지배주주지분)희석주당순이익,,,-98,,152,
