항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),707.9,739.3,523.3,604.3,"1,216.2",101.3
*내수,,,,,,
*수출,,,,,,
매출원가,680.1,705.7,438.2,540.2,"1,119.0",107.1
매출총이익,27.8,33.7,85.1,64.1,97.3,51.8
판매비와관리비,79.1,118.2,149.6,189.8,136.3,-28.2
영업이익,-51.3,-84.5,-64.5,-125.7,-39.0,69.0
*기타영업손익,,,,,,
영업이익(발표기준),-51.3,-84.5,-64.5,-125.7,-39.0,69.0
*[구K-IFRS]영업이익,,,,,,
금융수익,0.3,2.7,4.7,1.2,1.7,45.0
금융원가,5.9,31.1,15.1,26.6,49.4,85.9
기타영업외손익,-33.5,-17.6,20.5,-344.2,-20.8,94.0
"종속기업,공동지배기업및관계기업관련손익",,-14.1,,-16.0,-101.3,-533.4
법인세비용차감전계속사업이익,-90.4,-144.7,-54.3,-511.3,-208.9,59.1
법인세비용,-2.9,0.3,1.5,-2.2,3.2,246.6
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-87.4,-145.0,-55.9,-509.1,-212.1,58.3
중단사업이익,,-18.1,-109.7,-169.2,15.8,109.3
*중단사업법인세효과,,,,,,
당기순이익,-87.4,-163.1,-165.5,-678.3,-196.3,71.1
기타포괄이익,0.3,1.6,-7.6,-0.5,0.3,151.1
총포괄이익,-87.1,-161.5,-173.2,-678.8,-196.0,71.1
*주당계속사업이익,-573,,-137,"-1,165",-383,67
*주당순이익,-573,-780,-368,"-1,543",-354,77
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,-573,,-137,"-1,165",-383,67
*(지배주주지분)주당순이익,-573,-780,-368,"-1,543",-354,77
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
