항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"2,999.9","3,311.0","3,588.0","3,293.1","4,033.3",22.5
*내수,,,"3,061.1","2,979.7",,
*수출,,,526.9,313.5,,
매출원가,"2,413.2","2,553.7","2,740.5","2,607.5","3,014.2",15.6
매출총이익,586.7,757.4,847.5,685.6,"1,019.1",48.6
판매비와관리비,513.0,560.5,611.9,651.9,735.6,12.8
영업이익,73.6,196.9,235.6,33.7,283.5,741.4
*기타영업손익,,,,,,
영업이익(발표기준),73.6,196.9,235.6,33.7,283.5,741.4
*[구K-IFRS]영업이익,,,,,,
금융수익,1.2,2.7,1.7,2.4,7.0,193.4
금융원가,23.6,34.7,50.5,50.2,43.1,-14.1
기타영업외손익,3.8,-2.0,11.9,-25.6,63.1,346.9
"종속기업,공동지배기업및관계기업관련손익",7.7,13.7,-19.8,-22.1,11.7,153.2
법인세비용차감전계속사업이익,62.7,176.6,178.9,-61.8,322.3,621.6
법인세비용,14.9,38.6,15.2,14.0,50.2,257.9
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,47.8,138.0,163.7,-75.8,272.1,458.9
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,47.8,138.0,163.7,-75.8,272.1,458.9
기타포괄이익,-10.5,-11.3,-0.1,-13.6,-20.0,-47.5
총포괄이익,37.3,126.7,163.6,-89.4,252.1,382.0
*주당계속사업이익,90,331,344,-218,589,370
*주당순이익,90,331,344,-218,589,370
*희석주당계속사업이익,,,,,588,
*희석주당순이익,,,,,588,
*(지배주주지분)주당계속사업이익,90,331,344,-218,589,370
*(지배주주지분)주당순이익,90,331,344,-218,589,370
*(지배주주지분)희석주당계속사업이익,,,,,588,
*(지배주주지분)희석주당순이익,,,,,588,
