항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"2,804.2","1,774.3","2,262.9","3,793.6","3,570.5",-5.9
*내수,"2,193.4",,"2,200.4","3,769.6",,
*수출,610.8,,62.5,24.0,,
매출원가,"2,807.2","1,603.3","2,089.6","3,501.1","3,259.0",-6.9
매출총이익,-2.9,171.0,173.3,292.5,311.5,6.5
판매비와관리비,190.6,264.7,123.7,371.0,355.0,-4.3
영업이익,-193.5,-93.7,49.6,-78.5,-43.5,44.5
*기타영업손익,,,,,,
영업이익(발표기준),-193.5,-93.7,49.6,-78.5,-43.5,44.5
*[구K-IFRS]영업이익,,,,,,
금융수익,70.1,96.7,54.8,50.2,70.3,40.0
금융원가,298.6,163.1,45.9,158.5,77.1,-51.4
기타영업외손익,71.3,-343.2,35.5,-23.4,34.6,247.8
"종속기업,공동지배기업및관계기업관련손익",-0.0,-0.1,1.3,-0.2,-2.0,-975.5
법인세비용차감전계속사업이익,-350.8,-503.4,95.2,-210.4,-17.8,91.5
법인세비용,13.4,,0.4,1.0,-2.3,-335.7
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-364.2,-503.4,94.8,-211.4,-15.5,92.7
중단사업이익,-40.1,-11.5,-20.6,0.0,95.6,"382,083.2"
*중단사업법인세효과,,,,,,
당기순이익,-404.3,-514.9,74.2,-211.4,80.1,137.9
기타포괄이익,-36.7,-15.8,-58.7,-1.2,67.4,"5,946.3"
총포괄이익,-441.0,-530.8,15.5,-212.5,147.5,169.4
*주당계속사업이익,,,,,,
*주당순이익,"-2,816",-507,27,-127,59,146
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,-96,55,157
*(지배주주지분)주당계속사업이익,,,,,,
*(지배주주지분)주당순이익,"-2,816",-507,27,-127,59,146
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,-96,55,157
