항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),660.5,836.5,"1,087.9","1,262.5","1,233.4",-2.3
*내수,377.1,541.4,665.2,981.2,,
*수출,283.4,295.1,422.7,281.3,,
매출원가,581.2,632.4,831.5,999.7,980.0,-2.0
매출총이익,79.3,204.1,256.4,262.8,253.4,-3.6
판매비와관리비,42.9,72.3,77.1,109.5,158.4,44.6
영업이익,36.4,131.8,179.3,153.3,95.1,-38.0
*기타영업손익,,,,,,
영업이익(발표기준),36.4,131.8,179.3,153.3,95.1,-38.0
*[구K-IFRS]영업이익,,,,,,
금융수익,0.0,0.1,0.9,1.6,0.7,-57.2
금융원가,18.9,20.5,17.9,33.2,74.7,125.2
기타영업외손익,32.8,-17.6,-8.1,-10.4,5.8,155.3
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,50.2,93.6,154.1,111.3,26.9,-75.9
법인세비용,-8.5,-23.4,-7.8,-0.6,-8.4,"-1,324.9"
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,58.7,117.1,161.9,111.9,35.3,-68.5
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,58.7,117.1,161.9,111.9,35.3,-68.5
기타포괄이익,-0.1,,15.2,16.1,,
총포괄이익,58.6,117.1,177.1,128.1,35.3,-72.5
*주당계속사업이익,115,196,235,162,52,-68
*주당순이익,115,196,235,162,52,-68
*희석주당계속사업이익,113,173,228,133,,
*희석주당순이익,113,173,228,133,,
*(지배주주지분)주당계속사업이익,115,196,235,162,52,-68
*(지배주주지분)주당순이익,115,196,235,162,52,-68
*(지배주주지분)희석주당계속사업이익,113,173,228,133,,
*(지배주주지분)희석주당순이익,113,173,228,133,,
