항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"1,581.4","1,338.3","1,819.4","1,098.5",831.5,-24.3
*내수,761.2,431.8,534.7,464.4,,
*수출,820.2,906.5,"1,284.7",634.2,,
매출원가,"1,449.3","1,251.5","1,624.9",985.3,800.3,-18.8
매출총이익,132.1,86.8,194.5,113.2,31.2,-72.4
판매비와관리비,94.3,184.0,178.6,172.8,127.6,-26.2
영업이익,37.8,-97.2,15.9,-59.6,-96.4,-61.6
*기타영업손익,,,,,,
영업이익(발표기준),37.8,-97.2,15.9,-59.6,-96.4,-61.6
*[구K-IFRS]영업이익,,,,,,
금융수익,1.9,2.4,11.1,1.8,80.1,"4,355.2"
금융원가,54.4,52.5,67.7,188.8,118.1,-37.5
기타영업외손익,-37.0,-23.0,3.1,-50.4,103.4,305.1
"종속기업,공동지배기업및관계기업관련손익",-18.0,-29.5,-20.1,-14.1,-11.1,21.2
법인세비용차감전계속사업이익,-69.7,-199.8,-57.7,-311.1,-42.0,86.5
법인세비용,7.7,-30.6,-0.8,-45.5,-17.5,61.5
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-77.4,-169.1,-56.9,-265.6,-24.4,90.8
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,-77.4,-169.1,-56.9,-265.6,-24.4,90.8
기타포괄이익,10.2,-47.3,-5.3,5.8,-35.3,-712.2
총포괄이익,-67.1,-216.4,-62.2,-259.9,-59.7,77.0
*주당계속사업이익,-128,-277,-93,-214,-17,92
*주당순이익,-128,-277,-93,-214,-17,92
*희석주당계속사업이익,,,,,-35,
*희석주당순이익,,,,,-35,
*(지배주주지분)주당계속사업이익,-128,-277,-93,-214,-17,92
*(지배주주지분)주당순이익,-128,-277,-93,-214,-17,92
*(지배주주지분)희석주당계속사업이익,,,,,-35,
*(지배주주지분)희석주당순이익,,,,,-35,
